L1D_LOAD_access,L1D_LOAD_avg_miss_penalty,L1D_LOAD_hit,L1D_LOAD_hit_pct,L1D_LOAD_miss,L1D_LOAD_miss_pct,L1D_RFO_access,L1D_RFO_avg_miss_penalty,L1D_RFO_hit,L1D_RFO_hit_pct,L1D_RFO_miss,L1D_RFO_miss_pct,L1D_TOTAL_access,L1D_TOTAL_avg_miss_penalty,L1D_TOTAL_hit,L1D_TOTAL_hit_pct,L1D_TOTAL_miss,L1D_TOTAL_miss_pct,L1D_WRITEBACK_access,L1D_WRITEBACK_avg_miss_penalty,L1D_WRITEBACK_hit,L1D_WRITEBACK_hit_pct,L1D_WRITEBACK_miss,L1D_WRITEBACK_miss_pct,L2C_LOAD_access,L2C_LOAD_avg_miss_penalty,L2C_LOAD_hit,L2C_LOAD_hit_pct,L2C_LOAD_miss,L2C_LOAD_miss_pct,L2C_RFO_access,L2C_RFO_avg_miss_penalty,L2C_RFO_hit,L2C_RFO_hit_pct,L2C_RFO_miss,L2C_RFO_miss_pct,L2C_TOTAL_access,L2C_TOTAL_avg_miss_penalty,L2C_TOTAL_hit,L2C_TOTAL_hit_pct,L2C_TOTAL_miss,L2C_TOTAL_miss_pct,L2C_WRITEBACK_access,L2C_WRITEBACK_avg_miss_penalty,L2C_WRITEBACK_hit,L2C_WRITEBACK_hit_pct,L2C_WRITEBACK_miss,L2C_WRITEBACK_miss_pct,LLC0_LOAD_access,LLC0_LOAD_avg_miss_penalty,LLC0_LOAD_hit,LLC0_LOAD_hit_pct,LLC0_LOAD_miss,LLC0_LOAD_miss_pct,LLC0_RFO_access,LLC0_RFO_avg_miss_penalty,LLC0_RFO_hit,LLC0_RFO_hit_pct,LLC0_RFO_miss,LLC0_RFO_miss_pct,LLC0_TOTAL_access,LLC0_TOTAL_avg_miss_penalty,LLC0_TOTAL_hit,LLC0_TOTAL_hit_pct,LLC0_TOTAL_miss,LLC0_TOTAL_miss_pct,LLC0_WRITEBACK_access,LLC0_WRITEBACK_avg_miss_penalty,LLC0_WRITEBACK_hit,LLC0_WRITEBACK_hit_pct,LLC0_WRITEBACK_miss,LLC0_WRITEBACK_miss_pct,allocated_pages,avg_rrpv_increment_rounds,common_path_rate,cycles,data_store_evictions,data_store_fills_avg,data_store_fills_cv,data_store_fills_max,data_store_fills_min,data_store_fills_total,data_store_occupancy_0,data_store_occupancy_1,data_store_occupancy_10,data_store_occupancy_11,data_store_occupancy_12,data_store_occupancy_13,data_store_occupancy_14,data_store_occupancy_15,data_store_occupancy_16,data_store_occupancy_2,data_store_occupancy_3,data_store_occupancy_4,data_store_occupancy_5,data_store_occupancy_6,data_store_occupancy_7,data_store_occupancy_8,data_store_occupancy_9,deferred_sos_dirty_writebacks,deferred_sos_services,dram_pages,final_rrpv_0,final_rrpv_1,final_rrpv_2,final_rrpv_3,final_rrpv_4,final_rrpv_5,final_rrpv_6,final_rrpv_7,instructions,ipc,llc_avg_miss_latency,llc_security_mode,major_fault,minor_fault,mode,no_of_sos_triggered,rrpv_sampled_evictions,rrpv_total_rounds,sos_forced_selections,sos_percentage,sos_queue_enqueues,sos_queue_max_occupancy,sos_queue_remaining,sos_service_rate,ssl_common_selections,stale_tag_repairs,tag_free_skew0_avg,tag_free_skew1_avg,tag_insert_skew0,tag_insert_skew1,tag_occ_skew0_0,tag_occ_skew0_1,tag_occ_skew0_10,tag_occ_skew0_11,tag_occ_skew0_12,tag_occ_skew0_13,tag_occ_skew0_14,tag_occ_skew0_2,tag_occ_skew0_3,tag_occ_skew0_4,tag_occ_skew0_5,tag_occ_skew0_6,tag_occ_skew0_7,tag_occ_skew0_8,tag_occ_skew0_9,tag_occ_skew0_avg,tag_occ_skew1_0,tag_occ_skew1_1,tag_occ_skew1_10,tag_occ_skew1_11,tag_occ_skew1_12,tag_occ_skew1_13,tag_occ_skew1_14,tag_occ_skew1_2,tag_occ_skew1_3,tag_occ_skew1_4,tag_occ_skew1_5,tag_occ_skew1_6,tag_occ_skew1_7,tag_occ_skew1_8,tag_occ_skew1_9,tag_occ_skew1_avg,tag_store_full_events,tag_utilization,total_miss_at_tag_array,trace,victim_rrpv_0,victim_rrpv_1,victim_rrpv_2,victim_rrpv_3,victim_rrpv_4,victim_rrpv_5,victim_rrpv_6,victim_rrpv_7
39652609,191.294,36035910,90.879,3616699,9.12096,8150524,239.483,7559366,92.747,591158,7.25301,47803133,198.064,43595276,91.1975,4207857,8.80247,0,0.0,0,0.0,0,0.0,3623491,236.012,926887,25.5799,2696604,74.4201,591151,303.719,155190,26.2522,435961,73.7478,5653103,245.289,2518679,44.5539,3134424,55.4461,1438461,0.0,1436602,99.8708,1859,0.129235,2696604,232.287,400515,14.8526,2296089,85.1474,435961,292.805,41838,9.59673,394123,90.4033,4289697,220.805,1351574,31.5074,2938123,68.4926,1157132,0.0,909221,78.5754,247911,21.4246,10906,,,349382219,4796228.0,2357.91,0.0210454,2538.0,2208.0,4828996.0,0.0,2310.0,9012.0,11128.0,14848.0,20554.0,29958.0,64216.0,9437098.0,2576.0,3036.0,3362.0,3866.0,4426.0,5258.0,6406.0,7170.0,,,1048576,,,,,,,,,200000002,0.572439,220.805,mirage,0,10906,mirage,0.0,,,,0.0,,,,,,,,,2414989.0,2414007.0,0.0,0.0,193.0,14.0,0.0,0.0,0.0,1.0,6.0,16.0,56.0,145.0,413.0,656.0,548.0,8.00244,0.0,0.0,165.0,15.0,0.0,0.0,0.0,1.0,0.0,21.0,50.0,153.0,432.0,613.0,598.0,7.99756,,,4828996.0,621.wrf_s-8065B.champsimtrace.xz,,,,,,,,
39637421,179.593,36020554,90.8751,3616867,9.12488,8159056,201.999,7567900,92.7546,591156,7.2454,47796477,182.741,43588454,91.196,4208023,8.80404,0,0.0,0,0.0,0,0.0,3623657,220.295,927060,25.5835,2696597,74.4165,591147,252.892,155187,26.2518,435960,73.7482,5653267,224.698,2518855,44.5557,3134412,55.4443,1438463,0.0,1436608,99.871,1855,0.128957,2696597,227.101,487376,18.0737,2209221,81.9263,435960,259.282,69821,16.0155,366139,83.9845,4289688,209.692,1444325,33.6697,2845363,66.3303,1157131,0.0,887128,76.6662,270003,23.3338,10906,0.185441,,335296948,4685089.0,2303.64,0.0373469,2599.0,2052.0,4717857.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,9372226.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,,,1048576,10507.0,1807.0,43.0,5.0,3.0,254.0,11911.0,8238.0,200000002,0.596486,209.692,srrip,0,10906,srrip,,4718585.0,875020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.wrf_s-8065B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4718585.0
33074637,26.3885,28192894,85.2402,4881743,14.7598,3931983,99.6878,3918805,99.6649,13178,0.335149,37006620,26.5858,32111699,86.7729,4894921,13.2271,0,0.0,0,0.0,0,0.0,4881835,79.796,4196063,85.9526,685772,14.0474,13178,139.13,5175,39.27,8003,60.73,4913955,80.4804,4220179,85.8815,693776,14.1185,18942,0.0,18941,99.9947,1,0.00527927,685772,87.4206,357998,52.2036,327774,47.7964,8003,101.778,59,0.737224,7944,99.2628,697741,87.76,362022,51.8849,335719,48.1151,3966,0.0,3965,99.9748,1,0.0252143,2191,0.0630804,99.9999,384230218,4070202.0,2003.4,0.000245362,2005.0,2003.0,4102970.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,8142452.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,0.0,3.0,1048576,3893.0,595.0,0.0,0.0,1.0,1.0,8125.0,20153.0,200000000,0.520521,87.76,enigma,0,2191,enigma,3.0,4102967.0,258817.0,3.0,7.31178e-05,3.0,1.0,0.0,7.31178e-05,4102967.0,0.0,5.98389,6.01611,2052588.0,2050382.0,0.0,1.0,288.0,46.0,0.0,0.0,0.0,4.0,13.0,36.0,74.0,205.0,340.0,510.0,531.0,8.01611,0.0,0.0,286.0,43.0,0.0,0.0,0.0,7.0,15.0,42.0,87.0,204.0,341.0,462.0,561.0,7.98389,0.0,0.571429,4102970.0,623.xalancbmk_s-165B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4102967.0
33074739,21.6119,28192996,85.2403,4881743,14.7597,3931761,101.793,3918583,99.6648,13178,0.335168,37006500,21.8278,32111579,86.7728,4894921,13.2272,0,0.0,0,0.0,0,0.0,4881835,45.781,4196063,85.9526,685772,14.0474,13178,142.608,5175,39.27,8003,60.73,4913955,46.8979,4220179,85.8815,693776,14.1185,18942,0.0,18941,99.9947,1,0.00527927,685772,95.8427,630182,91.8938,55590,8.10619,8003,105.157,48,0.599775,7955,99.4002,697741,96.0608,633569,90.8029,64172,9.19711,3966,0.0,3339,84.1906,627,15.8094,2191,,,371507585,593158.0,305.628,0.0559276,378.0,250.0,625926.0,0.0,2300.0,9086.0,11156.0,14864.0,19818.0,30826.0,62316.0,1032682.0,2648.0,3040.0,3406.0,3842.0,4358.0,5278.0,6192.0,7272.0,,,1048576,,,,,,,,,200000000,0.538347,96.0608,mirage,0,2191,mirage,0.0,,,,0.0,,,,,,,,,313791.0,312135.0,0.0,0.0,194.0,16.0,0.0,0.0,0.0,0.0,3.0,20.0,66.0,168.0,394.0,614.0,573.0,7.99316,0.0,0.0,211.0,16.0,0.0,0.0,0.0,0.0,4.0,15.0,60.0,190.0,386.0,596.0,570.0,8.00684,,,625926.0,623.xalancbmk_s-165B.champsimtrace.xz,,,,,,,,
33074747,23.7803,28193004,85.2403,4881743,14.7597,3932081,95.0548,3918903,99.6649,13178,0.335141,37006828,23.9722,32111907,86.7729,4894921,13.2271,0,0.0,0,0.0,0,0.0,4881835,61.2235,4196063,85.9526,685772,14.0474,13178,131.5,5175,39.27,8003,60.73,4913955,62.0341,4220179,85.8815,693776,14.1185,18942,0.0,18941,99.9947,1,0.00527927,685772,83.9384,463462,67.5825,222310,32.4175,8003,98.1159,59,0.737224,7944,99.2628,697741,84.2545,467014,66.9323,230727,33.0677,3966,0.0,3493,88.0736,473,11.9264,2191,0.0707617,,377070622,2697508.0,1333.14,0.740737,2376.0,18.0,2730276.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,5397064.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,,,1048576,3877.0,327.0,54.0,206.0,245.0,478.0,12846.0,14735.0,200000000,0.530405,84.2545,srrip,0,2191,srrip,,2730276.0,193199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.xalancbmk_s-165B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2730276.0
32581379,95.7242,27556451,84.5773,5024928,15.4227,3540229,0.0,3540229,100.0,0,0.0,36121608,95.7242,31096680,86.0889,5024928,13.9111,0,0.0,0,0.0,0,0.0,5024928,81.2562,40808,0.812111,4984120,99.1879,0,0.0,0,0.0,0,0.0,5025071,81.2562,40951,0.814934,4984120,99.1851,143,0.0,143,100.0,0,0.0,4984120,87.151,2510357,50.3671,2473763,49.6329,0,0.0,0,0.0,0,0.0,4984251,87.151,2510488,50.3684,2473763,49.6316,131,0.0,131,100.0,0,0.0,1596,0.220142,99.996,582547531,5039119.0,2476.51,0.000231627,2479.0,2476.0,5071887.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,10080286.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,0.0,201.0,1048576,0.0,1.0,3112.0,986.0,2644.0,1570.0,12285.0,12170.0,200000001,0.34332,87.151,enigma,0,1596,enigma,201.0,5071686.0,1116490.0,201.0,0.00396302,201.0,1.0,0.0,0.00396302,5071686.0,0.0,6.00684,5.99316,2539511.0,2532376.0,0.0,0.0,221.0,17.0,0.0,0.0,0.0,1.0,4.0,21.0,75.0,188.0,378.0,561.0,582.0,7.99316,0.0,0.0,226.0,23.0,0.0,0.0,0.0,1.0,4.0,28.0,82.0,168.0,369.0,565.0,582.0,8.00684,0.0,0.571429,5071887.0,623.xalancbmk_s-202B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5071686.0
32581376,102.883,27556448,84.5773,5024928,15.4227,3540229,0.0,3540229,100.0,0,0.0,36121605,102.883,31096677,86.0889,5024928,13.9111,0,0.0,0,0.0,0,0.0,5024928,88.4904,40808,0.812111,4984120,99.1879,0,0.0,0,0.0,0,0.0,5025071,88.4904,40951,0.814934,4984120,99.1851,143,0.0,143,100.0,0,0.0,4984120,86.4025,2071644,41.5649,2912476,58.4351,0,0.0,0,0.0,0,0.0,4984251,86.4023,2071768,41.5663,2912483,58.4337,131,0.0,124,94.6565,7,5.34351,1596,,,613440653,6000946.0,2946.15,0.0185608,3142.0,2768.0,6033714.0,0.0,2324.0,8764.0,11206.0,14440.0,19492.0,30264.0,63092.0,11848798.0,2652.0,2916.0,3512.0,3898.0,4636.0,5328.0,5924.0,7414.0,,,1048576,,,,,,,,,200000001,0.32603,86.4023,mirage,0,1596,mirage,0.0,,,,0.0,,,,,,,,,3019700.0,3014014.0,0.0,0.0,233.0,27.0,0.0,0.0,0.0,1.0,5.0,18.0,71.0,178.0,406.0,568.0,541.0,8.00488,0.0,0.0,235.0,15.0,1.0,0.0,0.0,1.0,4.0,17.0,74.0,170.0,404.0,596.0,531.0,7.99512,,,6033714.0,623.xalancbmk_s-202B.champsimtrace.xz,,,,,,,,
32581375,88.1524,27556447,84.5773,5024928,15.4227,3540229,0.0,3540229,100.0,0,0.0,36121604,88.1524,31096676,86.0889,5024928,13.9111,0,0.0,0,0.0,0,0.0,5024928,73.6209,40808,0.812111,4984120,99.1879,0,0.0,0,0.0,0,0.0,5025071,73.6209,40951,0.814934,4984120,99.1851,143,0.0,143,100.0,0,0.0,4984120,82.8646,2601048,52.1867,2383072,47.8133,0,0.0,0,0.0,0,0.0,4984251,82.8646,2601179,52.188,2383072,47.812,131,0.0,131,100.0,0,0.0,1596,0.212905,,562690812,5066743.0,2490.0,0.109889,3298.0,1727.0,5099511.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,10135534.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,,,1048576,0.0,0.0,0.0,1.0,429.0,912.0,15534.0,15892.0,200000001,0.355435,82.8646,srrip,0,1596,srrip,,5099511.0,1085710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.xalancbmk_s-202B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5099511.0
19966213,73.1409,17465463,87.4751,2500750,12.5249,10177500,148.438,9023586,88.6621,1153914,11.3379,30143713,96.9151,26489049,87.8759,3654664,12.1241,0,0.0,0,0.0,0,0.0,2505226,113.786,1219930,48.6954,1285296,51.3046,1153914,139.818,53090,4.60086,1100824,95.3991,5241622,125.706,2853805,54.4451,2387817,45.5549,1582482,0.0,1580785,99.8928,1697,0.107237,1285294,190.306,773841,60.2073,511453,39.7927,1100824,215.744,581910,52.8613,518914,47.1387,3672367,169.76,2439537,66.4296,1232830,33.5704,1286249,0.0,1083786,84.2594,202463,15.7406,9002,0.414796,99.9971,350765925,2257433.0,1118.26,0.00059023,1120.0,1115.0,2290201.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,4516914.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,47.0,67.0,1048576,2378.0,5943.0,5491.0,3155.0,1282.0,1130.0,8263.0,5126.0,200000001,0.570181,169.76,enigma,0,9002,enigma,67.0,2290514.0,950095.0,67.0,0.00292502,67.0,1.0,0.0,0.00292502,2290514.0,0.0,5.99219,6.00781,1143969.0,1146232.0,0.0,0.0,224.0,8.0,0.0,0.0,0.0,0.0,3.0,18.0,60.0,171.0,406.0,599.0,559.0,8.00781,0.0,1.0,214.0,15.0,0.0,0.0,0.0,1.0,6.0,21.0,49.0,196.0,376.0,616.0,553.0,7.99219,0.0,0.571429,2290581.0,627.cam4_s-490B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2290514.0
19930545,78.142,17429789,87.4526,2500756,12.5474,9939029,162.625,8785121,88.3901,1153908,11.6099,29869574,104.816,26214910,87.7646,3654664,12.2354,0,0.0,0,0.0,0,0.0,2505232,123.492,1219988,48.6976,1285244,51.3024,1153908,154.69,53084,4.60037,1100824,95.3996,5241623,137.787,2853856,54.446,2387767,45.554,1582483,0.0,1580784,99.8926,1699,0.107363,1285244,196.227,725650,56.4601,559594,43.5399,1100824,206.727,480169,43.6191,620655,56.3809,3672318,175.063,2312161,62.9619,1360157,37.0381,1286250,0.0,1106342,86.013,179908,13.987,9002,,,358640752,2539266.0,1255.88,0.0277122,1385.0,1154.0,2572034.0,0.0,2322.0,8782.0,10968.0,14406.0,20534.0,31460.0,62968.0,4923854.0,2588.0,2990.0,3346.0,3882.0,4402.0,5246.0,6228.0,7324.0,,,1048576,,,,,,,,,200000001,0.557661,175.063,mirage,0,9002,mirage,0.0,,,,0.0,,,,,,,,,1287163.0,1284871.0,0.0,0.0,225.0,15.0,0.0,0.0,0.0,3.0,9.0,28.0,69.0,177.0,371.0,601.0,550.0,7.96973,0.0,0.0,234.0,11.0,0.0,0.0,0.0,0.0,3.0,22.0,64.0,181.0,357.0,601.0,575.0,8.03027,,,2572034.0,627.cam4_s-490B.champsimtrace.xz,,,,,,,,
19966241,71.2885,17465502,87.4752,2500739,12.5248,10240977,140.471,9087065,88.7324,1153912,11.2676,30207218,93.132,26552567,87.9014,3654651,12.0986,0,0.0,0,0.0,0,0.0,2505215,110.138,1219907,48.6947,1285308,51.3053,1153912,131.461,53089,4.60078,1100823,95.3992,5241606,119.89,2853776,54.4447,2387830,45.5553,1582479,0.0,1580780,99.8926,1699,0.107363,1285308,190.926,773170,60.1545,512138,39.8455,1100823,211.727,594827,54.0348,505996,45.9652,3672377,165.175,2431791,66.2184,1240586,33.7816,1286246,0.0,1063794,82.7053,222452,17.2947,9002,0.400074,,347425379,2273184.0,1125.95,0.121003,1517.0,717.0,2305952.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,4548416.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,,,1048576,3914.0,5134.0,2849.0,1520.0,1232.0,2182.0,10268.0,5669.0,200000001,0.575663,165.175,srrip,0,9002,srrip,,2306889.0,922926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.cam4_s-490B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2306889.0
24293319,66.6828,22329477,91.9161,1963842,8.08388,10892215,101.534,9892170,90.8187,1000045,9.18128,35185534,78.4421,32221647,91.5764,2963887,8.4236,0,0.0,0,0.0,0,0.0,2076414,116.415,1166202,56.1642,910212,43.8358,999991,211.408,591490,59.1495,408501,40.8505,4390041,145.73,3070327,69.9385,1319714,30.0615,1313636,0.0,1312635,99.9238,1001,0.0762007,910212,161.31,468583,51.4806,441629,48.5194,408495,287.609,163658,40.0636,244837,59.9364,1912019,176.453,1109218,58.0129,802801,41.9871,593312,0.0,476977,80.3923,116335,19.6077,13489,0.259108,99.993,211937357,1556254.0,775.89,0.00126119,779.0,771.0,1589022.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,3114556.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,61.0,111.0,1048576,6352.0,5688.0,3420.0,2836.0,2505.0,2407.0,6575.0,2985.0,200000001,0.943675,176.453,enigma,0,13489,enigma,111.0,1590150.0,412021.0,111.0,0.00697999,111.0,1.0,0.0,0.00697999,1590150.0,0.0,5.99609,6.00391,793525.0,795497.0,0.0,0.0,237.0,20.0,0.0,0.0,0.0,0.0,5.0,28.0,72.0,193.0,357.0,566.0,570.0,8.00391,0.0,0.0,231.0,24.0,0.0,0.0,0.0,2.0,11.0,22.0,60.0,194.0,364.0,595.0,545.0,7.99609,0.0,0.571429,1590261.0,628.pop2_s-17B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1590150.0
24279905,71.6067,22316142,91.912,1963763,8.08802,10892787,101.89,9892731,90.8191,1000056,9.1809,35172692,81.8251,32208873,91.5735,2963819,8.42648,0,0.0,0,0.0,0,0.0,2076332,129.546,1166129,56.1629,910203,43.8371,1000012,212.285,591511,59.1504,408501,40.8496,4389963,155.059,3070260,69.9382,1319703,30.0618,1313619,0.0,1312620,99.924,999,0.0760494,910203,166.904,411700,45.2317,498503,54.7683,408497,283.181,158490,38.7983,250007,61.2017,1912008,182.407,1067745,55.8442,844263,44.1558,593308,0.0,497555,83.8612,95753,16.1388,13489,,,218207962,1638042.0,815.825,0.0355863,909.0,720.0,1670810.0,0.0,2342.0,8742.0,11268.0,13648.0,19172.0,30656.0,61292.0,3125684.0,2580.0,3028.0,3392.0,3862.0,4660.0,5212.0,5866.0,7448.0,,,1048576,,,,,,,,,200000001,0.916557,182.407,mirage,0,13489,mirage,0.0,,,,0.0,,,,,,,,,835952.0,834858.0,0.0,1.0,211.0,16.0,0.0,0.0,0.0,1.0,3.0,16.0,66.0,186.0,386.0,607.0,555.0,7.98877,0.0,0.0,220.0,15.0,0.0,0.0,0.0,4.0,13.0,21.0,63.0,157.0,387.0,567.0,601.0,8.01123,,,1670810.0,628.pop2_s-17B.champsimtrace.xz,,,,,,,,
24306018,65.5151,22342185,91.9204,1963833,8.07962,10903102,98.9514,9903093,90.8282,1000009,9.17178,35209120,76.7966,32245278,91.5822,2963842,8.41782,0,0.0,0,0.0,0,0.0,2076406,113.428,1166198,56.1643,910208,43.8357,999958,205.064,591455,59.148,408503,40.852,4389981,141.707,3070266,69.938,1319715,30.062,1313617,0.0,1312613,99.9236,1004,0.0764302,910208,159.196,456915,50.199,453293,49.801,408499,283.012,163102,39.9271,245397,60.0729,1912023,172.295,1090103,57.0131,821920,42.9869,593316,0.0,470086,79.2303,123230,20.7697,13489,0.251915,,210915161,1586363.0,790.591,0.0389341,901.0,707.0,1619131.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,3174774.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,,,1048576,7141.0,4728.0,3005.0,2464.0,2442.0,2670.0,6811.0,3507.0,200000001,0.948249,172.295,srrip,0,13489,srrip,,1623382.0,408954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.pop2_s-17B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1623382.0
45243995,219.303,41969030,92.7615,3274965,7.23845,9834439,0.0,9834439,100.0,0,0.0,55078434,219.303,51803469,94.054,3274965,5.946,0,0.0,0,0.0,0,0.0,3274965,203.43,283,0.00864131,3274682,99.9914,0,0.0,0,0.0,0,0.0,4313392,203.429,1038700,24.0808,3274692,75.9192,1038427,0.0,1038417,99.999,10,0.000962995,3274682,165.295,15,0.00045806,3274667,99.9995,0,0.0,0,0.0,0,0.0,4313032,160.172,933614,21.6463,3379418,78.3537,1038350,0.0,933599,89.9118,104751,10.0882,86810,0.1744,99.9897,367803953,6731536.0,3302.88,0.00023386,3306.0,3302.0,6764304.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,13465120.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,430.0,696.0,1048576,1466.0,3186.0,3092.0,3154.0,3114.0,3081.0,9880.0,5795.0,200000000,0.543768,160.172,enigma,0,86810,enigma,696.0,6763608.0,1179575.0,696.0,0.0102893,696.0,1.0,0.0,0.0102893,6763609.0,0.0,5.9917,6.0083,3382971.0,3381333.0,0.0,1.0,226.0,19.0,0.0,0.0,0.0,0.0,4.0,23.0,69.0,175.0,368.0,611.0,552.0,8.0083,0.0,0.0,205.0,14.0,0.0,0.0,0.0,1.0,6.0,21.0,65.0,172.0,378.0,618.0,568.0,7.9917,0.0,0.571429,6764305.0,649.fotonik3d_s-7084B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6763608.0
45243216,219.258,41968251,92.7614,3274965,7.23858,9834439,0.0,9834439,100.0,0,0.0,55077655,219.258,51802690,94.0539,3274965,5.94609,0,0.0,0,0.0,0,0.0,3274965,203.385,283,0.00864131,3274682,99.9914,0,0.0,0,0.0,0,0.0,4313392,203.384,1038700,24.0808,3274692,75.9192,1038427,0.0,1038417,99.999,10,0.000962995,3274682,165.256,107,0.00326749,3274575,99.9967,0,0.0,0,0.0,0,0.0,4313032,153.938,797706,18.4952,3515326,81.5048,1038350,0.0,797599,76.8141,240751,23.1859,86810,,,367715672,6998365.0,3433.17,0.0172607,3609.0,3212.0,7031133.0,0.0,2340.0,8826.0,10918.0,14590.0,19918.0,31024.0,62546.0,13843252.0,2584.0,2966.0,3398.0,3798.0,4500.0,5386.0,6142.0,7310.0,,,1048576,,,,,,,,,200000000,0.543898,153.938,mirage,0,86810,mirage,0.0,,,,0.0,,,,,,,,,3515196.0,3515937.0,0.0,0.0,225.0,13.0,0.0,0.0,0.0,2.0,3.0,25.0,53.0,178.0,390.0,599.0,560.0,8.0083,0.0,0.0,223.0,23.0,0.0,0.0,0.0,0.0,6.0,22.0,76.0,187.0,365.0,593.0,553.0,7.9917,,,7031134.0,649.fotonik3d_s-7084B.champsimtrace.xz,,,,,,,,
45233954,215.09,41958989,92.7599,3274965,7.24006,9834439,0.0,9834439,100.0,0,0.0,55068393,215.09,51793428,94.0529,3274965,5.94709,0,0.0,0,0.0,0,0.0,3274965,199.215,283,0.00864131,3274682,99.9914,0,0.0,0,0.0,0,0.0,4313392,199.215,1038700,24.0808,3274692,75.9192,1038427,0.0,1038417,99.999,10,0.000962995,3274682,165.072,14,0.000427522,3274668,99.9996,0,0.0,0,0.0,0,0.0,4313032,155.694,841116,19.5017,3471916,80.4983,1038350,0.0,841102,81.0037,197248,18.9963,86810,0.161368,,361671294,6907974.0,3389.03,0.0116274,3497.0,3295.0,6940742.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,13817996.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,,,1048576,2149.0,3083.0,2360.0,2560.0,2203.0,2479.0,11115.0,6819.0,200000000,0.552988,155.694,srrip,0,86810,srrip,,6940742.0,1120012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.fotonik3d_s-7084B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6940742.0
