L1D_LOAD_access,L1D_LOAD_avg_miss_penalty,L1D_LOAD_hit,L1D_LOAD_hit_pct,L1D_LOAD_miss,L1D_LOAD_miss_pct,L1D_RFO_access,L1D_RFO_avg_miss_penalty,L1D_RFO_hit,L1D_RFO_hit_pct,L1D_RFO_miss,L1D_RFO_miss_pct,L1D_TOTAL_access,L1D_TOTAL_avg_miss_penalty,L1D_TOTAL_hit,L1D_TOTAL_hit_pct,L1D_TOTAL_miss,L1D_TOTAL_miss_pct,L1D_WRITEBACK_access,L1D_WRITEBACK_avg_miss_penalty,L1D_WRITEBACK_hit,L1D_WRITEBACK_hit_pct,L1D_WRITEBACK_miss,L1D_WRITEBACK_miss_pct,L2C_LOAD_access,L2C_LOAD_avg_miss_penalty,L2C_LOAD_hit,L2C_LOAD_hit_pct,L2C_LOAD_miss,L2C_LOAD_miss_pct,L2C_RFO_access,L2C_RFO_avg_miss_penalty,L2C_RFO_hit,L2C_RFO_hit_pct,L2C_RFO_miss,L2C_RFO_miss_pct,L2C_TOTAL_access,L2C_TOTAL_avg_miss_penalty,L2C_TOTAL_hit,L2C_TOTAL_hit_pct,L2C_TOTAL_miss,L2C_TOTAL_miss_pct,L2C_WRITEBACK_access,L2C_WRITEBACK_avg_miss_penalty,L2C_WRITEBACK_hit,L2C_WRITEBACK_hit_pct,L2C_WRITEBACK_miss,L2C_WRITEBACK_miss_pct,LLC0_LOAD_access,LLC0_LOAD_avg_miss_penalty,LLC0_LOAD_hit,LLC0_LOAD_hit_pct,LLC0_LOAD_miss,LLC0_LOAD_miss_pct,LLC0_RFO_access,LLC0_RFO_avg_miss_penalty,LLC0_RFO_hit,LLC0_RFO_hit_pct,LLC0_RFO_miss,LLC0_RFO_miss_pct,LLC0_TOTAL_access,LLC0_TOTAL_avg_miss_penalty,LLC0_TOTAL_hit,LLC0_TOTAL_hit_pct,LLC0_TOTAL_miss,LLC0_TOTAL_miss_pct,LLC0_WRITEBACK_access,LLC0_WRITEBACK_avg_miss_penalty,LLC0_WRITEBACK_hit,LLC0_WRITEBACK_hit_pct,LLC0_WRITEBACK_miss,LLC0_WRITEBACK_miss_pct,allocated_pages,avg_rrpv_increment_rounds,common_path_rate,cycles,data_store_evictions,data_store_fills_avg,data_store_fills_cv,data_store_fills_max,data_store_fills_min,data_store_fills_total,data_store_occupancy_0,data_store_occupancy_1,data_store_occupancy_10,data_store_occupancy_11,data_store_occupancy_12,data_store_occupancy_13,data_store_occupancy_14,data_store_occupancy_15,data_store_occupancy_16,data_store_occupancy_2,data_store_occupancy_3,data_store_occupancy_4,data_store_occupancy_5,data_store_occupancy_6,data_store_occupancy_7,data_store_occupancy_8,data_store_occupancy_9,deferred_sos_dirty_writebacks,deferred_sos_services,dram_pages,final_rrpv_0,final_rrpv_1,final_rrpv_2,final_rrpv_3,final_rrpv_4,final_rrpv_5,final_rrpv_6,final_rrpv_7,instructions,ipc,llc_avg_miss_latency,llc_security_mode,major_fault,minor_fault,mode,no_of_sos_triggered,rrpv_sampled_evictions,rrpv_total_rounds,sos_forced_selections,sos_percentage,sos_queue_enqueues,sos_queue_max_occupancy,sos_queue_remaining,sos_service_rate,ssl_common_selections,stale_tag_repairs,tag_free_skew0_avg,tag_free_skew1_avg,tag_insert_skew0,tag_insert_skew1,tag_occ_skew0_0,tag_occ_skew0_1,tag_occ_skew0_10,tag_occ_skew0_11,tag_occ_skew0_12,tag_occ_skew0_13,tag_occ_skew0_14,tag_occ_skew0_2,tag_occ_skew0_3,tag_occ_skew0_4,tag_occ_skew0_5,tag_occ_skew0_6,tag_occ_skew0_7,tag_occ_skew0_8,tag_occ_skew0_9,tag_occ_skew0_avg,tag_occ_skew1_0,tag_occ_skew1_1,tag_occ_skew1_10,tag_occ_skew1_11,tag_occ_skew1_12,tag_occ_skew1_13,tag_occ_skew1_14,tag_occ_skew1_2,tag_occ_skew1_3,tag_occ_skew1_4,tag_occ_skew1_5,tag_occ_skew1_6,tag_occ_skew1_7,tag_occ_skew1_8,tag_occ_skew1_9,tag_occ_skew1_avg,tag_store_full_events,tag_utilization,total_miss_at_tag_array,trace,victim_rrpv_0,victim_rrpv_1,victim_rrpv_2,victim_rrpv_3,victim_rrpv_4,victim_rrpv_5,victim_rrpv_6,victim_rrpv_7
36305962,347.228,35341120,97.3425,964842,2.65753,24069031,226.248,23561813,97.8927,507218,2.10735,60374993,305.543,58902933,97.5618,1472060,2.43819,0,0.0,0,0.0,0,0.0,965016,341.453,27924,2.89363,937092,97.1064,507218,210.886,262,0.0516543,506956,99.9483,1987233,295.487,542560,27.3023,1444673,72.6977,514999,0.0,514374,99.8786,625,0.121359,937092,310.837,23558,2.51395,913534,97.4861,506956,172.432,612,0.120721,506344,99.8793,1957660,245.951,448130,22.8911,1509530,77.1089,513612,0.0,423960,82.5448,89652,17.4552,27197,0.1761,99.9911,419729176,2874318.0,1419.48,0.000429939,1422.0,1419.0,2907086.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,5750684.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,145.0,258.0,1048576,5664.0,5498.0,1430.0,2384.0,2939.0,3117.0,7985.0,3751.0,200000001,0.476498,186.481,enigma,0,27197,enigma,258.0,2906828.0,511893.0,258.0,0.00887487,258.0,1.0,0.0,0.00887487,2906828.0,0.0,6.00439,5.99561,1454274.0,1452812.0,0.0,0.0,220.0,12.0,0.0,0.0,0.0,1.0,3.0,22.0,65.0,180.0,393.0,580.0,572.0,7.99561,0.0,0.0,216.0,22.0,0.0,0.0,0.0,0.0,5.0,16.0,83.0,168.0,359.0,635.0,544.0,8.00439,0.0,0.571429,2907086.0,654.roms_s-1007B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2906828.0
36306865,347.953,35342024,97.3425,964841,2.65746,24066671,226.905,23559453,97.8924,507218,2.10755,60373536,306.244,58901477,97.5617,1472059,2.43825,0,0.0,0,0.0,0,0.0,965015,342.199,27923,2.89353,937092,97.1065,507218,211.552,259,0.0510629,506959,99.9489,1987232,296.205,542556,27.3021,1444676,72.6979,514999,0.0,514374,99.8786,625,0.121359,937092,310.106,19170,2.04569,917922,97.9543,506959,173.107,597,0.117761,506362,99.8822,1957667,240.966,412605,21.0764,1545062,78.9236,513616,0.0,392838,76.4848,120778,23.5152,27197,,,420349074,2945946.0,1454.45,0.0257063,1576.0,1331.0,2978714.0,0.0,2312.0,9034.0,11064.0,14266.0,19176.0,30636.0,62654.0,5739234.0,2696.0,3076.0,3432.0,3908.0,4512.0,5444.0,6086.0,7130.0,,,1048576,,,,,,,,,200000001,0.475795,182.863,mirage,0,27197,mirage,0.0,,,,0.0,,,,,,,,,1489280.0,1489434.0,0.0,1.0,187.0,16.0,0.0,0.0,0.0,1.0,3.0,12.0,50.0,186.0,410.0,633.0,549.0,7.98193,0.0,0.0,190.0,13.0,0.0,0.0,0.0,1.0,2.0,9.0,55.0,162.0,406.0,645.0,565.0,8.01807,,,2978714.0,654.roms_s-1007B.champsimtrace.xz,,,,,,,,
36308959,339.926,35344117,97.3427,964842,2.65731,24071813,218.656,23564595,97.8929,507218,2.1071,60380772,298.141,58908712,97.562,1472060,2.43796,0,0.0,0,0.0,0,0.0,965016,333.926,27924,2.89363,937092,97.1064,507218,203.261,259,0.0510629,506959,99.9489,1987233,287.929,542557,27.3021,1444676,72.6979,514999,0.0,514374,99.8786,625,0.121359,937092,312.605,39350,4.19916,897742,95.8008,506959,168.76,599,0.118156,506360,99.8818,1957667,239.118,426656,21.7941,1531011,78.2059,513616,0.0,386707,75.2911,126909,24.7089,27197,0.167634,,416364483,2914899.0,1439.29,0.0463636,1595.0,1261.0,2947667.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,5831846.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,,,1048576,6415.0,4607.0,1992.0,2096.0,2553.0,2863.0,8186.0,4056.0,200000001,0.480348,180.487,srrip,0,27197,srrip,,2947667.0,494128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.roms_s-1007B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2947667.0
44696520,195.146,40253287,90.0591,4443233,9.94089,4668975,246.907,3386510,72.5322,1282465,27.4678,49365495,206.74,43639797,88.4014,5725698,11.5986,0,0.0,0,0.0,0,0.0,4443255,278.051,1590973,35.8065,2852282,64.1935,1282465,231.329,0,0.0,1282465,100.0,7016549,263.558,2881775,41.0711,4134774,58.9289,1290829,0.0,1290802,99.9979,27,0.00209168,2852282,239.668,0,0.0,2852282,100.0,1282465,192.263,0,0.0,1282465,100.0,5420972,208.899,968246,17.8611,4452726,82.1389,1286225,0.0,968246,75.2781,317979,24.7219,78436,0.151035,99.9893,463714891,9141223.0,4479.49,0.000153295,4483.0,4479.0,9173991.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,18284494.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,548.0,980.0,1048576,1088.0,2108.0,2329.0,1721.0,2607.0,2305.0,11915.0,8695.0,200000001,0.4313,208.899,enigma,0,78436,enigma,980.0,9173011.0,1385442.0,980.0,0.0106824,980.0,1.0,0.0,0.0106824,9173012.0,0.0,5.99023,6.00977,4591450.0,4582541.0,0.0,0.0,246.0,23.0,0.0,0.0,0.0,0.0,9.0,17.0,66.0,190.0,368.0,611.0,518.0,8.00977,0.0,0.0,233.0,28.0,0.0,0.0,0.0,0.0,6.0,22.0,81.0,189.0,381.0,558.0,550.0,7.99023,0.0,0.571429,9173992.0,654.roms_s-1070B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9173011.0
44700722,194.826,40257488,90.06,4443234,9.93996,4662688,247.5,3380223,72.4952,1282465,27.5048,49363410,206.624,43637711,88.4009,5725699,11.5991,0,0.0,0,0.0,0,0.0,4443256,277.554,1590974,35.8065,2852282,64.1935,1282465,231.924,0,0.0,1282465,100.0,7016550,263.4,2881776,41.0711,4134774,58.9289,1290829,0.0,1290802,99.9979,27,0.00209168,2852282,239.966,9499,0.333032,2842783,99.667,1282465,192.854,18,0.00140355,1282447,99.9986,5420972,209.168,977179,18.0259,4443793,81.9741,1286225,0.0,967662,75.2327,318563,24.7673,78436,,,463427670,9119072.0,4468.67,0.0149958,4729.0,4261.0,9151840.0,0.0,2344.0,8986.0,11292.0,14602.0,19552.0,30812.0,65112.0,18082458.0,2638.0,2942.0,3424.0,3790.0,4486.0,5160.0,6118.0,7196.0,,,1048576,,,,,,,,,200000001,0.431567,209.168,mirage,0,78436,mirage,0.0,,,,0.0,,,,,,,,,4578409.0,4573431.0,0.0,0.0,214.0,21.0,0.0,0.0,0.0,1.0,4.0,16.0,77.0,171.0,371.0,634.0,539.0,7.99805,0.0,0.0,233.0,23.0,1.0,0.0,0.0,0.0,4.0,24.0,83.0,170.0,384.0,572.0,554.0,8.00195,,,9151841.0,654.roms_s-1070B.champsimtrace.xz,,,,,,,,
44703206,190.231,40259969,90.0606,4443237,9.93941,4690621,241.918,3408156,72.659,1282465,27.341,49393827,201.808,43668125,88.4081,5725702,11.5919,0,0.0,0,0.0,0,0.0,4443259,270.391,1590977,35.8065,2852282,64.1935,1282465,226.318,0,0.0,1282465,100.0,7016553,256.719,2881779,41.0711,4134774,58.9289,1290829,0.0,1290802,99.9979,27,0.00209168,2852282,235.999,286,0.0100271,2851996,99.99,1282465,191.149,0,0.0,1282465,100.0,5420972,206.028,964238,17.7872,4456734,82.2128,1286225,0.0,963952,74.9443,322273,25.0557,78436,0.150798,,455821424,9151113.0,4484.32,0.023242,4726.0,4153.0,9183881.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,18304274.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,,,1048576,1171.0,2223.0,2197.0,2216.0,2179.0,2293.0,11853.0,8636.0,200000001,0.438768,206.028,srrip,0,78436,srrip,,9183881.0,1384915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.roms_s-1070B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9183881.0
43528715,263.285,39084794,89.7908,4443921,10.2092,9809702,238.25,8646526,88.1426,1163176,11.8574,53338417,258.092,47731320,89.4877,5607097,10.5123,0,0.0,0,0.0,0,0.0,4444654,283.557,565078,12.7137,3879576,87.2863,1163176,222.761,17,0.00146152,1163159,99.9985,7039449,269.53,1996652,28.3638,5042797,71.6362,1431619,0.0,1431557,99.9957,62,0.00433076,3879577,219.224,4123,0.106274,3875454,99.8937,1163159,184.019,3,0.000257918,1163156,99.9997,6470265,203.397,1240898,19.1785,5229367,80.8215,1427529,0.0,1236772,86.6373,190757,13.3627,55264,0.160828,99.9886,543900086,10851380.0,5314.53,0.000153147,5319.0,5313.0,10884148.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,21704808.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,706.0,1236.0,1048576,1531.0,2484.0,2587.0,2991.0,2609.0,2479.0,11152.0,6935.0,200000000,0.367715,203.397,enigma,0,55264,enigma,1236.0,10882912.0,1750281.0,1236.0,0.011356,1236.0,1.0,0.0,0.011356,10882914.0,0.0,6.0293,5.9707,5442766.0,5441382.0,0.0,0.0,203.0,24.0,0.0,0.0,0.0,2.0,8.0,17.0,65.0,179.0,420.0,575.0,555.0,7.9707,0.0,0.0,228.0,22.0,0.0,0.0,0.0,5.0,3.0,19.0,59.0,191.0,362.0,579.0,580.0,8.0293,0.0,0.571429,10884150.0,654.roms_s-1390B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10882912.0
43537435,263.031,39093497,89.7928,4443938,10.2072,9808130,237.774,8644957,88.1407,1163173,11.8593,53345565,257.791,47738454,89.4891,5607111,10.5109,0,0.0,0,0.0,0,0.0,4444671,283.261,565094,12.714,3879577,87.286,1163173,222.286,15,0.00128958,1163158,99.9987,7039448,269.193,1996651,28.3637,5042797,71.6363,1431604,0.0,1431542,99.9957,62,0.00433081,3879578,219.506,14347,0.369808,3865231,99.6302,1163158,184.084,3456,0.297122,1159702,99.7029,6470250,198.671,1125108,17.3889,5345142,82.6111,1427514,0.0,1107305,77.5688,320209,22.4312,55264,,,543544285,11049837.0,5411.43,0.0134141,5667.0,5192.0,11082605.0,0.0,2342.0,8740.0,10966.0,14418.0,19382.0,29332.0,63404.0,21948182.0,2578.0,2998.0,3446.0,3954.0,4438.0,5310.0,6000.0,6952.0,,,1048576,,,,,,,,,200000000,0.367955,198.671,mirage,0,55264,mirage,0.0,,,,0.0,,,,,,,,,5541000.0,5541605.0,0.0,0.0,221.0,20.0,0.0,0.0,0.0,0.0,5.0,26.0,68.0,172.0,380.0,575.0,581.0,8.0127,0.0,0.0,215.0,7.0,0.0,0.0,0.0,0.0,6.0,16.0,69.0,179.0,394.0,586.0,576.0,7.9873,,,11082607.0,654.roms_s-1390B.champsimtrace.xz,,,,,,,,
43535474,257.207,39091506,89.7923,4443968,10.2077,9822459,231.368,8659285,88.158,1163174,11.842,53357933,251.847,47750791,89.4915,5607142,10.5085,0,0.0,0,0.0,0,0.0,4444701,276.589,565124,12.7146,3879577,87.2854,1163174,215.853,16,0.00137555,1163158,99.9986,7039488,262.577,1996691,28.3642,5042797,71.6358,1431613,0.0,1431551,99.9957,62,0.00433078,3879578,216.645,11216,0.289104,3868362,99.7109,1163158,181.088,2,0.000171946,1163156,99.9998,6470259,198.175,1178491,18.214,5291768,81.786,1427523,0.0,1167273,81.7691,260250,18.2309,55264,0.155414,,534314393,10979393.0,5377.03,0.0336689,5843.0,4973.0,11012161.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,21960834.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,,,1048576,1559.0,2801.0,2715.0,3196.0,2605.0,2730.0,10676.0,6486.0,200000000,0.374311,198.175,srrip,0,55264,srrip,,11012161.0,1711444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.roms_s-1390B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11012161.0
30846528,213.467,30510864,98.9118,335664,1.08817,19499535,236.841,19276407,98.8557,223128,1.14427,50346063,222.8,49787271,98.8901,558792,1.1099,0,0.0,0,0.0,0,0.0,335664,198.057,11,0.00327709,335653,99.9967,223128,221.727,0,0.0,223128,100.0,781933,207.358,222748,28.4868,559185,71.5132,223141,0.0,222737,99.8189,404,0.181051,335653,175.952,30717,9.15142,304936,90.8486,223128,183.218,1,0.000448173,223127,99.9996,780999,159.043,186602,23.8927,594397,76.1073,222218,0.0,155884,70.1491,66334,29.8509,10598,0.18457,99.9942,309876364,1331097.0,665.95,0.00052235,668.0,665.0,1363865.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2664242.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,51.0,79.0,1048576,1240.0,2261.0,2841.0,3027.0,3245.0,3698.0,10659.0,5797.0,200000000,0.645419,159.043,enigma,0,10598,enigma,79.0,1363786.0,251714.0,79.0,0.00579236,79.0,1.0,0.0,0.00579236,1363786.0,0.0,5.99658,6.00342,681409.0,682456.0,0.0,0.0,202.0,18.0,0.0,0.0,0.0,2.0,1.0,15.0,67.0,168.0,396.0,620.0,559.0,8.00342,0.0,0.0,196.0,13.0,0.0,0.0,0.0,0.0,5.0,14.0,69.0,166.0,399.0,605.0,581.0,7.99658,0.0,0.571429,1363865.0,654.roms_s-1613B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363786.0
30846886,222.743,30511222,98.9118,335664,1.08816,19525686,237.936,19302558,98.8573,223128,1.14274,50372572,228.81,49813780,98.8907,558792,1.10932,0,0.0,0,0.0,0,0.0,335664,207.329,11,0.00327709,335653,99.9967,223128,222.813,0,0.0,223128,100.0,781933,213.358,222748,28.4868,559185,71.5132,223141,0.0,222737,99.8189,404,0.181051,335653,176.388,13825,4.11884,321828,95.8812,223128,184.891,672,0.301172,222456,99.6988,780999,164.213,184843,23.6675,596156,76.3325,222218,0.0,170346,76.6572,51872,23.3428,10598,,,312776612,1338786.0,669.704,0.0388187,762.0,587.0,1371554.0,0.0,2312.0,9372.0,11474.0,13956.0,19488.0,29592.0,63638.0,2524310.0,2624.0,3094.0,3332.0,3894.0,4636.0,5110.0,6186.0,7322.0,,,1048576,,,,,,,,,200000000,0.639434,164.213,mirage,0,10598,mirage,0.0,,,,0.0,,,,,,,,,685883.0,685671.0,0.0,0.0,216.0,26.0,0.0,0.0,0.0,0.0,5.0,17.0,57.0,188.0,389.0,569.0,581.0,8.03027,0.0,0.0,236.0,23.0,0.0,0.0,0.0,1.0,2.0,30.0,75.0,207.0,364.0,574.0,536.0,7.96973,,,1371554.0,654.roms_s-1613B.champsimtrace.xz,,,,,,,,
30846340,206.019,30510676,98.9118,335664,1.08818,19512870,231.039,19289742,98.8565,223128,1.14349,50359210,216.01,49800418,98.8904,558792,1.10961,0,0.0,0,0.0,0,0.0,335664,190.598,11,0.00327709,335653,99.9967,223128,215.923,0,0.0,223128,100.0,781933,200.566,222748,28.4868,559185,71.5132,223141,0.0,222737,99.8189,404,0.181051,335653,176.618,38485,11.4657,297168,88.5343,223128,181.408,1,0.000448173,223127,99.9996,780999,153.746,176350,22.5801,604649,77.4199,222218,0.0,137864,62.04,84354,37.96,10598,0.170297,,308289195,1357054.0,678.624,0.137469,845.0,417.0,1389822.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2716156.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,,,1048576,3986.0,4037.0,2578.0,2692.0,2019.0,1529.0,9547.0,6380.0,200000000,0.648742,153.746,srrip,0,10598,srrip,,1389822.0,236683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.roms_s-1613B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1389822.0
46576772,173.153,44012836,94.4952,2563936,5.50475,6708755,200.744,6687784,99.6874,20971,0.312592,53285527,173.377,50700620,95.149,2584907,4.85105,0,0.0,0,0.0,0,0.0,2563933,157.664,16251,0.633831,2547682,99.3662,20971,183.903,0,0.0,20971,100.0,2616967,156.741,29670,1.13376,2587297,98.8662,32063,0.0,13419,41.852,18644,58.148,2547682,138.282,350894,13.7731,2196788,86.2269,20971,142.067,161,0.767727,20810,99.2323,2590929,137.227,355710,13.7291,2235219,86.2709,22276,0.0,4655,20.8969,17621,79.1031,101916,0.178096,99.9906,295197005,3709983.0,1827.52,0.000344874,1830.0,1827.0,3742751.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,7422014.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,10.0,352.0,1048576,1133.0,2423.0,2391.0,2428.0,2413.0,2548.0,11661.0,7771.0,200000003,0.677514,137.227,enigma,0,101916,enigma,352.0,3742399.0,666506.0,352.0,0.00940484,352.0,1.0,0.0,0.00940484,3742400.0,0.0,5.98975,6.01025,1871593.0,1871158.0,0.0,1.0,244.0,26.0,0.0,0.0,0.0,3.0,5.0,23.0,71.0,184.0,362.0,589.0,540.0,8.01025,0.0,1.0,245.0,19.0,0.0,0.0,0.0,0.0,2.0,28.0,72.0,190.0,398.0,538.0,555.0,7.98975,0.0,0.571429,3742752.0,654.roms_s-293B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3742399.0
46685494,186.502,44121550,94.508,2563944,5.49195,6708746,201.697,6687775,99.6874,20971,0.312592,53394240,186.625,50809325,95.1588,2584915,4.84119,0,0.0,0,0.0,0,0.0,2563943,171.105,16238,0.633321,2547705,99.3667,20971,184.886,0,0.0,20971,100.0,2616979,169.983,29659,1.13333,2587320,98.8667,32065,0.0,13421,41.8556,18644,58.1444,2547705,148.704,273835,10.7483,2273870,89.2517,20971,143.099,129,0.615135,20842,99.3849,2590955,147.997,286070,11.0411,2304885,88.9589,22279,0.0,12106,54.3382,10173,45.6618,101916,,,302671934,4084027.0,2010.15,0.0221903,2149.0,1858.0,4116795.0,0.0,2312.0,8638.0,10806.0,13668.0,19282.0,31692.0,61990.0,8016252.0,2592.0,2968.0,3388.0,3996.0,4458.0,5246.0,6176.0,7358.0,,,1048576,,,,,,,,,200000003,0.660781,147.997,mirage,0,101916,mirage,0.0,,,,0.0,,,,,,,,,2058159.0,2058636.0,0.0,0.0,237.0,21.0,0.0,0.0,0.0,0.0,5.0,16.0,73.0,194.0,381.0,579.0,542.0,8.00098,0.0,0.0,223.0,31.0,0.0,0.0,0.0,0.0,5.0,23.0,58.0,186.0,408.0,584.0,530.0,7.99902,,,4116796.0,654.roms_s-293B.champsimtrace.xz,,,,,,,,
46612848,167.162,44048913,94.4995,2563935,5.50049,6708696,194.772,6687725,99.6874,20971,0.312594,53321544,167.386,50736638,95.1522,2584906,4.84777,0,0.0,0,0.0,0,0.0,2563929,151.608,16246,0.633637,2547683,99.3664,20971,177.945,0,0.0,20971,100.0,2616962,150.729,29661,1.13341,2587301,98.8666,32062,0.0,13415,41.8408,18647,58.1592,2547683,135.388,342132,13.4291,2205551,86.5709,20971,139.886,161,0.767727,20810,99.2323,2590931,134.414,347751,13.4219,2243180,86.5781,22277,0.0,5458,24.5006,16819,75.4994,101916,0.164866,,289526513,3834180.0,1888.16,0.0927661,2497.0,1520.0,3866948.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,7670408.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,,,1048576,1313.0,2508.0,2515.0,2390.0,2399.0,2435.0,11613.0,7595.0,200000003,0.690783,134.414,srrip,0,101916,srrip,,3866948.0,637529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.roms_s-293B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3866948.0
38452234,248.386,35220100,91.5944,3232134,8.40558,6838278,241.904,5640509,82.4843,1197769,17.5157,45290512,246.634,40860609,90.2189,4429903,9.78108,0,0.0,0,0.0,0,0.0,3232134,232.846,594,0.018378,3231540,99.9816,1197769,226.401,0,0.0,1197769,100.0,5893842,231.1,1464480,24.8476,4429362,75.1524,1463939,0.0,1463886,99.9964,53,0.00362037,3231540,195.589,16705,0.516936,3214835,99.4831,1197769,187.85,0,0.0,1197769,100.0,5892972,180.912,1173621,19.9156,4719351,80.0844,1463663,0.0,1156916,79.0425,306747,20.9575,49369,0.16306,99.9903,479197087,9502650.0,4655.97,0.00017768,4660.0,4655.0,9535418.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,19007348.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,2048.0,529.0,927.0,1048576,1342.0,2674.0,2624.0,2649.0,2848.0,2704.0,10911.0,7016.0,200000002,0.417365,180.912,enigma,0,49369,enigma,927.0,9534491.0,1554697.0,927.0,0.00972165,927.0,1.0,0.0,0.00972165,9534493.0,0.0,6.01318,5.98682,4766471.0,4768947.0,0.0,0.0,237.0,24.0,0.0,0.0,0.0,1.0,7.0,27.0,77.0,194.0,357.0,572.0,552.0,7.98682,0.0,0.0,227.0,28.0,0.0,0.0,0.0,2.0,3.0,25.0,62.0,184.0,380.0,587.0,550.0,8.01318,0.0,0.571429,9535420.0,654.roms_s-523B.champsimtrace.xz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9534491.0
38452112,247.64,35219975,91.5944,3232137,8.40562,6831828,241.851,5634059,82.4678,1197769,17.5322,45283940,246.075,40854034,90.2175,4429906,9.78251,0,0.0,0,0.0,0,0.0,3232137,232.098,597,0.0184708,3231540,99.9815,1197769,226.349,0,0.0,1197769,100.0,5893845,230.54,1464483,24.8477,4429362,75.1523,1463939,0.0,1463886,99.9964,53,0.00362037,3231540,195.581,28950,0.895858,3202590,99.1041,1197769,187.879,558,0.0465866,1197211,99.9534,5892972,179.549,1151667,19.5431,4741305,80.4569,1463663,0.0,1122159,76.6679,341504,23.3321,49369,,,478556777,9552300.0,4680.21,0.0144568,4906.0,4454.0,9585068.0,0.0,2304.0,8880.0,11280.0,14642.0,19580.0,30090.0,62508.0,18952112.0,2554.0,2926.0,3414.0,3904.0,4508.0,5268.0,5958.0,7440.0,,,1048576,,,,,,,,,200000002,0.417923,179.549,mirage,0,49369,mirage,0.0,,,,0.0,,,,,,,,,4793388.0,4791680.0,0.0,0.0,212.0,26.0,0.0,0.0,0.0,2.0,7.0,21.0,64.0,171.0,387.0,583.0,575.0,8.01221,0.0,1.0,216.0,23.0,0.0,0.0,0.0,2.0,3.0,26.0,76.0,171.0,374.0,600.0,556.0,7.98779,,,9585070.0,654.roms_s-523B.champsimtrace.xz,,,,,,,,
