trace,mode,suite,instructions,ipc,cycles,LLC0_TOTAL_access,LLC0_TOTAL_hit,LLC0_TOTAL_hit_pct,LLC0_TOTAL_miss,LLC0_TOTAL_miss_pct,llc_avg_miss_latency,mpki,data_store_evictions,data_store_fills_total,data_store_fills_avg,data_store_fills_cv,data_store_fills_min,data_store_fills_max,common_path_rate,ssl_common_selections,avg_rrpv_increment_rounds,rrpv_sampled_evictions,rrpv_total_rounds,no_of_sos_triggered,deferred_sos_services,deferred_sos_dirty_writebacks,sos_percentage,sos_forced_selections,sos_queue_enqueues,sos_queue_max_occupancy,sos_queue_remaining,sos_service_rate,tag_store_full_events,tag_utilization,total_miss_at_tag_array,tag_free_skew0_avg,tag_free_skew1_avg,tag_insert_skew0,tag_insert_skew1,tag_occ_skew0_avg,tag_occ_skew1_avg,allocated_pages,dram_pages,major_fault,minor_fault,llc_security_mode
482.sphinx3-1522B.champsimtrace.xz,srrip,spec2006,200000003,0.615727,324819399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2888,,0,2888,
482.sphinx3-234B.champsimtrace.xz,enigma,spec2006,200000003,0.560848,356602943,,,,,,,,,,,,,,99.9895,,,,,449,,,,,,,,0.0105241,,,4266404,,,,,,,4311,,0,4311,
482.sphinx3-234B.champsimtrace.xz,mirage,spec2006,200000003,0.544012,367638725,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4365647,,,,,,,4311,,0,4311,
482.sphinx3-234B.champsimtrace.xz,srrip,spec2006,200000003,0.575198,347706277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4311,,0,4311,
482.sphinx3-417B.champsimtrace.xz,enigma,spec2006,200000000,0.517887,386184973,,,,,,,,,,,,,,99.9907,,,,,436,,,,,,,,0.00933766,,,4669263,,,,,,,4391,,0,4391,
482.sphinx3-417B.champsimtrace.xz,mirage,spec2006,200000000,0.521846,383254854,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4391155,,,,,,,4391,,0,4391,
482.sphinx3-417B.champsimtrace.xz,srrip,spec2006,200000000,0.531101,376576397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4391,,0,4391,
483.xalancbmk-127B.champsimtrace.xz,enigma,spec2006,200000000,0.233758,855586321,,,,,,,,,,,,,,99.989,,,,,1110,,,,,,,,0.0110375,,,10056665,,,,,,,23738,,0,23738,
483.xalancbmk-127B.champsimtrace.xz,mirage,spec2006,200000000,0.230953,865977969,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,10301186,,,,,,,23738,,0,23738,
483.xalancbmk-127B.champsimtrace.xz,srrip,spec2006,200000000,0.239224,836035070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23738,,0,23738,
483.xalancbmk-716B.champsimtrace.xz,enigma,spec2006,200000000,0.570509,350564354,,,,,,,,,,,,,,99.9958,,,,,44,,,,,,,,0.00424078,,,1037545,,,,,,,30697,,0,30697,
483.xalancbmk-716B.champsimtrace.xz,mirage,spec2006,200000000,0.569553,351152610,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,927844,,,,,,,30697,,0,30697,
483.xalancbmk-716B.champsimtrace.xz,srrip,spec2006,200000000,0.571756,349799838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30697,,0,30697,
483.xalancbmk-736B.champsimtrace.xz,enigma,spec2006,200000000,0.535917,373192367,,,,,,,,,,,,,,99.9973,,,,,21,,,,,,,,0.00270404,,,776616,,,,,,,31679,,0,31679,
483.xalancbmk-736B.champsimtrace.xz,mirage,spec2006,200000000,0.533009,375228560,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,711008,,,,,,,31679,,0,31679,
483.xalancbmk-736B.champsimtrace.xz,srrip,spec2006,200000000,0.536398,372857264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31679,,0,31679,
600.perlbench_s-1273B.champsimtrace.xz,enigma,spec2017,200000002,0.578041,345996378,,,,,,,,,,,,,,99.995,,,,,7,,,,,,,,0.00502466,,,139313,,,,,,,5899,,0,5899,
600.perlbench_s-1273B.champsimtrace.xz,mirage,spec2017,200000002,0.574035,348411062,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,164578,,,,,,,5899,,0,5899,
600.perlbench_s-1273B.champsimtrace.xz,srrip,spec2017,200000002,0.579034,345403151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5899,,0,5899,
600.perlbench_s-210B.champsimtrace.xz,enigma,spec2017,200000000,0.72287,276674968,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,21037,,,,,,,1722,,0,1722,
600.perlbench_s-210B.champsimtrace.xz,mirage,spec2017,200000000,0.722763,276715782,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,21733,,,,,,,1722,,0,1722,
600.perlbench_s-210B.champsimtrace.xz,srrip,spec2017,200000000,0.723033,276612422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722,,0,1722,
600.perlbench_s-570B.champsimtrace.xz,enigma,spec2017,200000000,0.552642,361898006,,,,,,,,,,,,,,99.9977,,,,,7,,,,,,,,0.00233829,,,299364,,,,,,,5898,,0,5898,
600.perlbench_s-570B.champsimtrace.xz,mirage,spec2017,200000000,0.546725,365814380,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,374209,,,,,,,5898,,0,5898,
600.perlbench_s-570B.champsimtrace.xz,srrip,spec2017,200000000,0.553148,361566968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5898,,0,5898,
602.gcc_s-1850B.champsimtrace.xz,enigma,spec2017,200000003,0.197494,1012688484,,,,,,,,,,,,,,99.9883,,,,,830,,,,,,,,0.0116756,,,7108824,,,,,,,121192,,0,121192,
602.gcc_s-1850B.champsimtrace.xz,mirage,spec2017,200000003,0.197371,1013321350,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,7115957,,,,,,,121192,,0,121192,
602.gcc_s-1850B.champsimtrace.xz,srrip,spec2017,200000003,0.203178,984360642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121192,,0,121192,
602.gcc_s-2226B.champsimtrace.xz,enigma,spec2017,200000001,0.0906937,2205225029,,,,,,,,,,,,,,99.988,,,,,3368,,,,,,,,0.0120332,,,27989229,,,,,,,48355,,0,48355,
602.gcc_s-2226B.champsimtrace.xz,mirage,spec2017,200000001,0.0906906,2205300553,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,27998848,,,,,,,48355,,0,48355,
602.gcc_s-2226B.champsimtrace.xz,srrip,spec2017,200000001,0.0954766,2094753417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48355,,0,48355,
602.gcc_s-2375B.champsimtrace.xz,enigma,spec2017,200000000,0.317031,630853158,,,,,,,,,,,,,,99.9964,,,,,10,,,,,,,,0.00362392,,,275944,,,,,,,13498,,0,13498,
602.gcc_s-2375B.champsimtrace.xz,mirage,spec2017,200000000,0.315866,633179932,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,366939,,,,,,,13498,,0,13498,
602.gcc_s-2375B.champsimtrace.xz,srrip,spec2017,200000000,0.317236,630444996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13498,,0,13498,
602.gcc_s-734B.champsimtrace.xz,enigma,spec2017,200000001,0.300167,666295107,,,,,,,,,,,,,,99.9887,,,,,396,,,,,,,,0.0113449,,,3490555,,,,,,,10446,,0,10446,
602.gcc_s-734B.champsimtrace.xz,mirage,spec2017,200000001,0.299648,667449685,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3511472,,,,,,,10446,,0,10446,
602.gcc_s-734B.champsimtrace.xz,srrip,spec2017,200000001,0.306036,653518198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10446,,0,10446,
603.bwaves_s-1080B.champsimtrace.xz,enigma,spec2017,200000000,0.790217,253095142,,,,,,,,,,,,,,99.9978,,,,,3,,,,,,,,0.00220012,,,136356,,,,,,,1597,,0,1597,
603.bwaves_s-1080B.champsimtrace.xz,mirage,spec2017,200000000,0.790158,253114024,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,122520,,,,,,,1597,,0,1597,
603.bwaves_s-1080B.champsimtrace.xz,srrip,spec2017,200000000,0.790102,253131830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597,,0,1597,
603.bwaves_s-1740B.champsimtrace.xz,enigma,spec2017,200000001,0.631278,316817830,,,,,,,,,,,,,,99.9888,,,,,849,,,,,,,,0.0111692,,,7601267,,,,,,,112968,,0,112968,
603.bwaves_s-1740B.champsimtrace.xz,mirage,spec2017,200000001,0.631228,316842684,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,7640070,,,,,,,112968,,0,112968,
603.bwaves_s-1740B.champsimtrace.xz,srrip,spec2017,200000001,0.638476,313245680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112968,,0,112968,
603.bwaves_s-2609B.champsimtrace.xz,enigma,spec2017,200000000,0.631717,316597327,,,,,,,,,,,,,,99.9884,,,,,881,,,,,,,,0.0115902,,,7601272,,,,,,,112961,,0,112961,
603.bwaves_s-2609B.champsimtrace.xz,mirage,spec2017,200000000,0.631682,316615244,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,7639814,,,,,,,112961,,0,112961,
603.bwaves_s-2609B.champsimtrace.xz,srrip,spec2017,200000000,0.638965,313006111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112961,,0,112961,
603.bwaves_s-2931B.champsimtrace.xz,enigma,spec2017,200000003,0.681566,293441945,,,,,,,,,,,,,,99.9927,,,,,456,,,,,,,,0.00731611,,,6232817,,,,,,,76555,,0,76555,
603.bwaves_s-2931B.champsimtrace.xz,mirage,spec2017,200000003,0.681772,293353377,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,6109600,,,,,,,76555,,0,76555,
603.bwaves_s-2931B.champsimtrace.xz,srrip,spec2017,200000003,0.694683,287901273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76555,,0,76555,
603.bwaves_s-3699B.champsimtrace.xz,enigma,spec2017,200000001,0.738484,270825261,,,,,,,,,,,,,,99.996,,,,,5,,,,,,,,0.00404256,,,123684,,,,,,,1539,,0,1539,
603.bwaves_s-3699B.champsimtrace.xz,mirage,spec2017,200000001,0.738516,270813258,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,116248,,,,,,,1539,,0,1539,
603.bwaves_s-3699B.champsimtrace.xz,srrip,spec2017,200000001,0.738181,270936402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539,,0,1539,
603.bwaves_s-5359B.champsimtrace.xz,enigma,spec2017,200000001,0.749925,266693264,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,89101,,,,,,,1025,,0,1025,
603.bwaves_s-5359B.champsimtrace.xz,mirage,spec2017,200000001,0.750025,266657696,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,77434,,,,,,,1025,,0,1025,
603.bwaves_s-5359B.champsimtrace.xz,srrip,spec2017,200000001,0.749689,266777180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,,0,1025,
603.bwaves_s-891B.champsimtrace.xz,enigma,spec2017,200000002,0.252108,793312229,,,,,,,,,,,,,,99.9885,,,,,1110,,,,,,,,0.0115357,,,9622301,,,,,,,99221,,0,99221,
603.bwaves_s-891B.champsimtrace.xz,mirage,spec2017,200000002,0.252043,793514092,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,9641049,,,,,,,99221,,0,99221,
603.bwaves_s-891B.champsimtrace.xz,srrip,spec2017,200000002,0.259114,771862440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99221,,0,99221,
605.mcf_s-1152B.champsimtrace.xz,enigma,spec2017,200000002,0.230331,868313710,,,,,,,,,,,,,,99.9913,,,,,810,,,,,,,,0.00866241,,,9350744,,,,,,,132834,,0,132834,
605.mcf_s-1152B.champsimtrace.xz,mirage,spec2017,200000002,0.185857,1076094735,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,13157438,,,,,,,132834,,0,132834,
605.mcf_s-1152B.champsimtrace.xz,srrip,spec2017,200000002,0.234361,853383839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132834,,0,132834,
605.mcf_s-1536B.champsimtrace.xz,enigma,spec2017,200000002,0.176879,1130714116,,,,,,,,,,,,,,99.9936,,,,,862,,,,,,,,0.00635227,,,13569942,,,,,,,159305,,0,159305,
605.mcf_s-1536B.champsimtrace.xz,mirage,spec2017,200000003,0.172352,1160415095,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,12531894,,,,,,,159305,,0,159305,
605.mcf_s-1536B.champsimtrace.xz,srrip,spec2017,200000002,0.180905,1105550909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159305,,0,159305,
605.mcf_s-1554B.champsimtrace.xz,enigma,spec2017,200000001,0.134694,1484849559,,,,,,,,,,,,,,99.9668,,,,,19582,,,,,,,,0.0332193,,,58947739,,,,,,,25655,,0,25655,
605.mcf_s-1554B.champsimtrace.xz,mirage,spec2017,200000000,0.182805,1094064899,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,24896943,,,,,,,25655,,0,25655,
605.mcf_s-1554B.champsimtrace.xz,srrip,spec2017,200000000,0.150558,1328392053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25655,,0,25655,
605.mcf_s-1644B.champsimtrace.xz,enigma,spec2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605.mcf_s-1644B.champsimtrace.xz,mirage,spec2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605.mcf_s-1644B.champsimtrace.xz,srrip,spec2017,200000002,0.135926,1471393992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375703,,0,375703,
605.mcf_s-472B.champsimtrace.xz,enigma,spec2017,200000000,0.23907,836575263,,,,,,,,,,,,,,99.9884,,,,,2611,,,,,,,,0.011581,,,22545567,,,,,,,117061,,0,117061,
605.mcf_s-472B.champsimtrace.xz,mirage,spec2017,200000000,0.248249,805641698,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,20828171,,,,,,,117061,,0,117061,
605.mcf_s-472B.champsimtrace.xz,srrip,spec2017,200000000,0.244754,817145351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117061,,0,117061,
605.mcf_s-484B.champsimtrace.xz,enigma,spec2017,200000001,0.268028,746190233,,,,,,,,,,,,,,99.9897,,,,,1136,,,,,,,,0.0103411,,,10985296,,,,,,,97421,,0,97421,
605.mcf_s-484B.champsimtrace.xz,mirage,spec2017,200000001,0.269995,740754024,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,10785853,,,,,,,97421,,0,97421,
605.mcf_s-484B.champsimtrace.xz,srrip,spec2017,200000001,0.272716,733364571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97421,,0,97421,
605.mcf_s-665B.champsimtrace.xz,enigma,spec2017,200000000,0.25414,786967416,,,,,,,,,,,,,,99.9919,,,,,294,,,,,,,,0.00812654,,,3617775,,,,,,,44570,,0,44570,
605.mcf_s-665B.champsimtrace.xz,mirage,spec2017,200000000,0.235218,850274652,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4894596,,,,,,,44570,,0,44570,
605.mcf_s-665B.champsimtrace.xz,srrip,spec2017,200000000,0.256603,779413434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44570,,0,44570,
605.mcf_s-782B.champsimtrace.xz,enigma,spec2017,200000002,0.154816,1291853910,,,,,,,,,,,,,,99.9915,,,,,2240,,,,,,,,0.00847315,,,26436445,,,,,,,341292,,0,341292,
605.mcf_s-782B.champsimtrace.xz,mirage,spec2017,200000002,0.11893,1681656218,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,35645230,,,,,,,341292,,0,341292,
605.mcf_s-782B.champsimtrace.xz,srrip,spec2017,200000002,0.158891,1258725361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341292,,0,341292,
605.mcf_s-994B.champsimtrace.xz,enigma,spec2017,200000003,0.184835,1082046963,,,,,,,,,,,,,,99.9914,,,,,606,,,,,,,,0.00862375,,,7027105,,,,,,,219884,,0,219884,
605.mcf_s-994B.champsimtrace.xz,mirage,spec2017,200000003,0.184954,1081347663,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,6858639,,,,,,,219884,,0,219884,
605.mcf_s-994B.champsimtrace.xz,srrip,spec2017,200000003,0.187227,1068222297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219884,,0,219884,
607.cactuBSSN_s-2421B.champsimtrace.xz,enigma,spec2017,200000002,1.05133,190235946,,,,,,,,,,,,,,99.9907,,,,,268,,,,,,,,0.00930332,,,2880692,,,,,,,21701,,0,21701,
607.cactuBSSN_s-2421B.champsimtrace.xz,mirage,spec2017,200000002,1.04105,192113726,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3080370,,,,,,,21701,,0,21701,
607.cactuBSSN_s-2421B.champsimtrace.xz,srrip,spec2017,200000002,1.03196,193806259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21701,,0,21701,
607.cactuBSSN_s-3477B.champsimtrace.xz,enigma,spec2017,200000003,1.03788,192699586,,,,,,,,,,,,,,99.9904,,,,,110,,,,,,,,0.00960665,,,1145040,,,,,,,11250,,0,11250,
607.cactuBSSN_s-3477B.champsimtrace.xz,mirage,spec2017,200000003,1.02638,194859022,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1198948,,,,,,,11250,,0,11250,
607.cactuBSSN_s-3477B.champsimtrace.xz,srrip,spec2017,200000003,1.02073,195939137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11250,,0,11250,
607.cactuBSSN_s-4004B.champsimtrace.xz,enigma,spec2017,200000002,1.02251,195596560,,,,,,,,,,,,,,99.9906,,,,,108,,,,,,,,0.00937327,,,1152213,,,,,,,11251,,0,11251,
607.cactuBSSN_s-4004B.champsimtrace.xz,mirage,spec2017,200000002,1.01117,197791208,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1206534,,,,,,,11251,,0,11251,
607.cactuBSSN_s-4004B.champsimtrace.xz,srrip,spec2017,200000002,1.00541,198923038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11251,,0,11251,
607.cactuBSSN_s-4248B.champsimtrace.xz,enigma,spec2017,200000000,0.706357,283142892,,,,,,,,,,,,,,99.9904,,,,,37,,,,,,,,0.00960692,,,385139,,,,,,,6085,,0,6085,
607.cactuBSSN_s-4248B.champsimtrace.xz,mirage,spec2017,200000000,0.706369,283138192,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,385148,,,,,,,6085,,0,6085,
607.cactuBSSN_s-4248B.champsimtrace.xz,srrip,spec2017,200000000,0.710243,281593920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6085,,0,6085,
619.lbm_s-2676B.champsimtrace.xz,enigma,spec2017,200000003,0.695652,287499922,,,,,,,,,,,,,,99.993,,,,,896,,,,,,,,0.00697503,,,12845825,,,,,,,86710,,0,86710,
619.lbm_s-2676B.champsimtrace.xz,mirage,spec2017,200000003,0.691982,289024723,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,12150801,,,,,,,86710,,0,86710,
619.lbm_s-2676B.champsimtrace.xz,srrip,spec2017,200000003,0.696192,287277008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86710,,0,86710,
619.lbm_s-2677B.champsimtrace.xz,enigma,spec2017,200000001,0.374794,533626773,,,,,,,,,,,,,,99.9931,,,,,1572,,,,,,,,0.00691096,,,22746462,,,,,,,151938,,0,151938,
619.lbm_s-2677B.champsimtrace.xz,mirage,spec2017,200000001,0.369518,541246044,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,21580799,,,,,,,151938,,0,151938,
619.lbm_s-2677B.champsimtrace.xz,srrip,spec2017,200000001,0.374105,534609474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151938,,0,151938,
619.lbm_s-3766B.champsimtrace.xz,enigma,spec2017,200000003,0.376191,531645233,,,,,,,,,,,,,,99.9929,,,,,1358,,,,,,,,0.00713923,,,19021653,,,,,,,127856,,0,127856,
619.lbm_s-3766B.champsimtrace.xz,mirage,spec2017,200000003,0.370851,539299989,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,18069267,,,,,,,127856,,0,127856,
619.lbm_s-3766B.champsimtrace.xz,srrip,spec2017,200000003,0.375614,532462105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127856,,0,127856,
619.lbm_s-4268B.champsimtrace.xz,enigma,spec2017,200000000,0.375814,532177982,,,,,,,,,,,,,,99.9926,,,,,1669,,,,,,,,0.00737434,,,22632523,,,,,,,151495,,0,151495,
619.lbm_s-4268B.champsimtrace.xz,mirage,spec2017,200000000,0.37058,539694935,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,21491242,,,,,,,151495,,0,151495,
619.lbm_s-4268B.champsimtrace.xz,srrip,spec2017,200000000,0.375505,532616534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151495,,0,151495,
620.omnetpp_s-141B.champsimtrace.xz,enigma,spec2017,200000003,0.211632,945035020,,,,,,,,,,,,,,99.993,,,,,316,,,,,,,,0.00697803,,,4528499,,,,,,,54306,,0,54306,
620.omnetpp_s-141B.champsimtrace.xz,mirage,spec2017,200000003,0.210005,952356654,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4836942,,,,,,,54306,,0,54306,
620.omnetpp_s-141B.champsimtrace.xz,srrip,spec2017,200000003,0.212808,939812425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54306,,0,54306,
620.omnetpp_s-874B.champsimtrace.xz,enigma,spec2017,200000000,0.223612,894406837,,,,,,,,,,,,,,99.9918,,,,,328,,,,,,,,0.0081813,,,4009144,,,,,,,48109,,0,48109,
620.omnetpp_s-874B.champsimtrace.xz,mirage,spec2017,200000000,0.221972,901013424,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4279492,,,,,,,48109,,0,48109,
620.omnetpp_s-874B.champsimtrace.xz,srrip,spec2017,200000000,0.224862,889435943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48109,,0,48109,
621.wrf_s-575B.champsimtrace.xz,enigma,spec2017,200000003,0.568365,351886414,,,,,,,,,,,,,,99.994,,,,,11,,,,,,,,0.00598232,,,183875,,,,,,,2715,,0,2715,
621.wrf_s-575B.champsimtrace.xz,mirage,spec2017,200000003,0.568112,352043423,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,170448,,,,,,,2715,,0,2715,
621.wrf_s-575B.champsimtrace.xz,srrip,spec2017,200000003,0.5684,351864800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715,,0,2715,
621.wrf_s-6673B.champsimtrace.xz,enigma,spec2017,200000002,0.57459,348074135,,,,,,,,,,,,,,99.992,,,,,437,,,,,,,,0.00798716,,,5471283,,,,,,,10640,,0,10640,
621.wrf_s-6673B.champsimtrace.xz,mirage,spec2017,200000002,0.576406,346977686,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,5599500,,,,,,,10640,,0,10640,
621.wrf_s-6673B.champsimtrace.xz,srrip,spec2017,200000002,0.58627,341139492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10640,,0,10640,
621.wrf_s-8065B.champsimtrace.xz,enigma,spec2017,200000002,0.583722,342628626,,,,,,,,,,,,,,99.9925,,,,,352,,,,,,,,0.00747666,,,4707984,,,,,,,10906,,0,10906,
621.wrf_s-8065B.champsimtrace.xz,mirage,spec2017,200000002,0.572439,349382219,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4828996,,,,,,,10906,,0,10906,
621.wrf_s-8065B.champsimtrace.xz,srrip,spec2017,200000002,0.596486,335296948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10906,,0,10906,
621.wrf_s-8100B.champsimtrace.xz,enigma,spec2017,200000000,0.633358,315777407,,,,,,,,,,,,,,99.9943,,,,,10,,,,,,,,0.00570477,,,175292,,,,,,,2390,,0,2390,
621.wrf_s-8100B.champsimtrace.xz,mirage,spec2017,200000000,0.632809,316051363,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,188468,,,,,,,2390,,0,2390,
621.wrf_s-8100B.champsimtrace.xz,srrip,spec2017,200000000,0.633443,315734620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2390,,0,2390,
623.xalancbmk_s-10B.champsimtrace.xz,enigma,spec2017,200000000,0.236747,844784684,,,,,,,,,,,,,,99.9848,,,,,1222,,,,,,,,0.0152371,,,8019898,,,,,,,11833,,0,11833,
623.xalancbmk_s-10B.champsimtrace.xz,mirage,spec2017,200000000,0.248449,804995072,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,6150036,,,,,,,11833,,0,11833,
623.xalancbmk_s-10B.champsimtrace.xz,srrip,spec2017,200000000,0.243506,821334167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11833,,0,11833,
623.xalancbmk_s-165B.champsimtrace.xz,enigma,spec2017,200000000,0.520521,384230218,,,,,,,,,,,,,,99.9999,,,,,3,,,,,,,,7.31178,,,4102970,,,,,,,2191,,0,2191,
623.xalancbmk_s-165B.champsimtrace.xz,mirage,spec2017,200000000,0.538347,371507585,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,625926,,,,,,,2191,,0,2191,
623.xalancbmk_s-165B.champsimtrace.xz,srrip,spec2017,200000000,0.530405,377070622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2191,,0,2191,
623.xalancbmk_s-202B.champsimtrace.xz,enigma,spec2017,200000001,0.34332,582547531,,,,,,,,,,,,,,99.996,,,,,201,,,,,,,,0.00396302,,,5071887,,,,,,,1596,,0,1596,
623.xalancbmk_s-202B.champsimtrace.xz,mirage,spec2017,200000001,0.32603,613440653,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,6033714,,,,,,,1596,,0,1596,
623.xalancbmk_s-202B.champsimtrace.xz,srrip,spec2017,200000001,0.355435,562690812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596,,0,1596,
623.xalancbmk_s-325B.champsimtrace.xz,enigma,spec2017,200000000,0.411665,485831407,,,,,,,,,,,,,,99.9939,,,,,41,,,,,,,,0.00614194,,,667541,,,,,,,2707,,0,2707,
623.xalancbmk_s-325B.champsimtrace.xz,mirage,spec2017,200000000,0.411425,486115536,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,592407,,,,,,,2707,,0,2707,
623.xalancbmk_s-325B.champsimtrace.xz,srrip,spec2017,200000000,0.411851,485612483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707,,0,2707,
623.xalancbmk_s-592B.champsimtrace.xz,enigma,spec2017,200000003,0.422183,473728530,,,,,,,,,,,,,,99.9941,,,,,48,,,,,,,,0.00590557,,,812792,,,,,,,6567,,0,6567,
623.xalancbmk_s-592B.champsimtrace.xz,mirage,spec2017,200000003,0.421685,474287184,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,756030,,,,,,,6567,,0,6567,
