trace,mode,suite,instructions,ipc,cycles,LLC0_TOTAL_access,LLC0_TOTAL_hit,LLC0_TOTAL_hit_pct,LLC0_TOTAL_miss,LLC0_TOTAL_miss_pct,llc_avg_miss_latency,mpki,data_store_evictions,data_store_fills_total,data_store_fills_avg,data_store_fills_cv,data_store_fills_min,data_store_fills_max,common_path_rate,ssl_common_selections,avg_rrpv_increment_rounds,rrpv_sampled_evictions,rrpv_total_rounds,no_of_sos_triggered,deferred_sos_services,deferred_sos_dirty_writebacks,sos_percentage,sos_forced_selections,sos_queue_enqueues,sos_queue_max_occupancy,sos_queue_remaining,sos_service_rate,tag_store_full_events,tag_utilization,total_miss_at_tag_array,tag_free_skew0_avg,tag_free_skew1_avg,tag_insert_skew0,tag_insert_skew1,tag_occ_skew0_avg,tag_occ_skew1_avg,allocated_pages,dram_pages,major_fault,minor_fault,llc_security_mode
445.gobmk-17B.champsimtrace.xz,enigma,spec2006,200000000,0.395565,505605869,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,17884,,,,,,,1893,,0,1893,
445.gobmk-17B.champsimtrace.xz,mirage,spec2006,200000000,0.395556,505617577,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,18948,,,,,,,1893,,0,1893,
445.gobmk-17B.champsimtrace.xz,srrip,spec2006,200000000,0.395584,505581746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893,,0,1893,
445.gobmk-2B.champsimtrace.xz,enigma,spec2006,200000000,0.376369,531392892,,,,,,,,,,,,,,99.9974,,,,,3,,,,,,,,0.00259871,,,115442,,,,,,,3115,,0,3115,
445.gobmk-2B.champsimtrace.xz,mirage,spec2006,200000000,0.375156,533111379,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,168999,,,,,,,3115,,0,3115,
445.gobmk-2B.champsimtrace.xz,srrip,spec2006,200000000,0.376754,530850628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3115,,0,3115,
445.gobmk-30B.champsimtrace.xz,enigma,spec2006,200000001,0.360989,554033699,,,,,,,,,,,,,,99.9938,,,,,80,,,,,,,,0.00618233,,,1294010,,,,,,,6530,,0,6530,
445.gobmk-30B.champsimtrace.xz,mirage,spec2006,200000001,0.360811,554306813,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1089102,,,,,,,6530,,0,6530,
445.gobmk-30B.champsimtrace.xz,srrip,spec2006,200000001,0.361136,553807564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6530,,0,6530,
445.gobmk-36B.champsimtrace.xz,enigma,spec2006,200000001,0.361984,552510271,,,,,,,,,,,,,,99.9956,,,,,8,,,,,,,,0.00435915,,,183522,,,,,,,3965,,0,3965,
445.gobmk-36B.champsimtrace.xz,mirage,spec2006,200000001,0.361487,553270389,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,208195,,,,,,,3965,,0,3965,
445.gobmk-36B.champsimtrace.xz,srrip,spec2006,200000001,0.362261,552088585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3965,,0,3965,
447.dealII-3B.champsimtrace.xz,enigma,spec2006,200000002,0.646251,309477152,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,40142,,,,,,,717,,0,717,
447.dealII-3B.champsimtrace.xz,mirage,spec2006,200000002,0.64588,309654867,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,55962,,,,,,,717,,0,717,
447.dealII-3B.champsimtrace.xz,srrip,spec2006,200000002,0.646312,309448112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,,0,717,
450.soplex-247B.champsimtrace.xz,enigma,spec2006,200000000,0.276283,723895143,,,,,,,,,,,,,,99.994,,,,,712,,,,,,,,0.00602778,,,11811984,,,,,,,12958,,0,12958,
450.soplex-247B.champsimtrace.xz,mirage,spec2006,200000001,0.257403,776992929,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,13263718,,,,,,,12958,,0,12958,
450.soplex-247B.champsimtrace.xz,srrip,spec2006,200000001,0.283465,705554385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12958,,0,12958,
450.soplex-92B.champsimtrace.xz,enigma,spec2006,200000002,0.302198,661818753,,,,,,,,,,,,,,99.9943,,,,,471,,,,,,,,0.00565294,,,8331945,,,,,,,13454,,0,13454,
450.soplex-92B.champsimtrace.xz,mirage,spec2006,200000000,0.280172,713847278,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,9941335,,,,,,,13454,,0,13454,
450.soplex-92B.champsimtrace.xz,srrip,spec2006,200000002,0.305974,653649971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13454,,0,13454,
453.povray-252B.champsimtrace.xz,enigma,spec2006,200000002,0.354136,564755269,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,4885,,,,,,,253,,0,253,
453.povray-252B.champsimtrace.xz,mirage,spec2006,200000002,0.354136,564755447,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,4886,,,,,,,253,,0,253,
453.povray-252B.champsimtrace.xz,srrip,spec2006,200000002,0.35414,564748198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,,0,253,
453.povray-576B.champsimtrace.xz,enigma,spec2006,200000001,0.351757,568573959,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,7621,,,,,,,342,,0,342,
453.povray-576B.champsimtrace.xz,mirage,spec2006,200000001,0.351756,568575549,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,7700,,,,,,,342,,0,342,
453.povray-576B.champsimtrace.xz,srrip,spec2006,200000001,0.351759,568571458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,0,342,
453.povray-800B.champsimtrace.xz,enigma,spec2006,200000002,0.383604,521370488,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,6152,,,,,,,325,,0,325,
453.povray-800B.champsimtrace.xz,mirage,spec2006,200000002,0.383603,521372667,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,6179,,,,,,,325,,0,325,
453.povray-800B.champsimtrace.xz,srrip,spec2006,200000002,0.383615,521356564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,,0,325,
453.povray-887B.champsimtrace.xz,enigma,spec2006,200000000,0.366852,545178474,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,6103,,,,,,,325,,0,325,
453.povray-887B.champsimtrace.xz,mirage,spec2006,200000000,0.36685,545182412,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,6152,,,,,,,325,,0,325,
453.povray-887B.champsimtrace.xz,srrip,spec2006,200000000,0.366854,545175683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,,0,325,
454.calculix-104B.champsimtrace.xz,enigma,spec2006,200000000,0.745392,268315088,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,3726,,,,,,,141,,0,141,
454.calculix-104B.champsimtrace.xz,mirage,spec2006,200000000,0.745392,268315088,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3726,,,,,,,141,,0,141,
454.calculix-104B.champsimtrace.xz,srrip,spec2006,200000000,0.745416,268306680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,0,141,
454.calculix-460B.champsimtrace.xz,enigma,spec2006,200000002,1.72451,115974881,,,,,,,,,,,,,,99.9907,,,,,33,,,,,,,,0.00933815,,,353389,,,,,,,3563,,0,3563,
454.calculix-460B.champsimtrace.xz,mirage,spec2006,200000002,1.64448,121618785,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,440765,,,,,,,3563,,0,3563,
454.calculix-460B.champsimtrace.xz,srrip,spec2006,200000002,1.73857,115036768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3563,,0,3563,
456.hmmer-191B.champsimtrace.xz,enigma,spec2006,200000003,1.15225,173573067,,,,,,,,,,,,,,99.9963,,,,,20,,,,,,,,0.00372635,,,536718,,,,,,,1280,,0,1280,
456.hmmer-191B.champsimtrace.xz,mirage,spec2006,200000003,1.14644,174453448,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,481613,,,,,,,1280,,0,1280,
456.hmmer-191B.champsimtrace.xz,srrip,spec2006,200000003,1.14878,174097862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,,0,1280,
456.hmmer-327B.champsimtrace.xz,enigma,spec2006,200000000,1.07079,186777586,,,,,,,,,,,,,,99.9979,,,,,17,,,,,,,,0.00211518,,,803715,,,,,,,2247,,0,2247,
456.hmmer-327B.champsimtrace.xz,mirage,spec2006,200000000,1.07128,186693037,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,680894,,,,,,,2247,,0,2247,
456.hmmer-327B.champsimtrace.xz,srrip,spec2006,200000000,1.07627,185826506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247,,0,2247,
456.hmmer-88B.champsimtrace.xz,enigma,spec2006,200000002,1.24377,160801646,,,,,,,,,,,,,,99.997,,,,,12,,,,,,,,0.00300376,,,399499,,,,,,,1357,,0,1357,
456.hmmer-88B.champsimtrace.xz,mirage,spec2006,200000002,1.22859,162788789,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,364592,,,,,,,1357,,0,1357,
456.hmmer-88B.champsimtrace.xz,srrip,spec2006,200000002,1.24434,160728388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357,,0,1357,
458.sjeng-1088B.champsimtrace.xz,enigma,spec2006,200000002,0.399087,501143243,,,,,,,,,,,,,,99.9937,,,,,11,,,,,,,,0.00627013,,,175435,,,,,,,26386,,0,26386,
458.sjeng-1088B.champsimtrace.xz,mirage,spec2006,200000002,0.399036,501207951,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,164264,,,,,,,26386,,0,26386,
458.sjeng-1088B.champsimtrace.xz,srrip,spec2006,200000002,0.39916,501052508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26386,,0,26386,
458.sjeng-283B.champsimtrace.xz,enigma,spec2006,200000000,0.416362,480351329,,,,,,,,,,,,,,99.997,,,,,5,,,,,,,,0.00297997,,,167787,,,,,,,35597,,0,35597,
458.sjeng-283B.champsimtrace.xz,mirage,spec2006,200000000,0.416268,480459131,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,161134,,,,,,,35597,,0,35597,
458.sjeng-283B.champsimtrace.xz,srrip,spec2006,200000000,0.416247,480484034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35597,,0,35597,
458.sjeng-31B.champsimtrace.xz,enigma,spec2006,200000002,0.410027,487772564,,,,,,,,,,,,,,99.9957,,,,,7,,,,,,,,0.00425547,,,164494,,,,,,,33176,,0,33176,
458.sjeng-31B.champsimtrace.xz,mirage,spec2006,200000002,0.409967,487844589,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,157648,,,,,,,33176,,0,33176,
458.sjeng-31B.champsimtrace.xz,srrip,spec2006,200000002,0.410038,487759973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33176,,0,33176,
458.sjeng-767B.champsimtrace.xz,enigma,spec2006,200000001,0.413538,483631124,,,,,,,,,,,,,,99.9979,,,,,4,,,,,,,,0.00206536,,,193671,,,,,,,37684,,0,37684,
458.sjeng-767B.champsimtrace.xz,mirage,spec2006,200000001,0.413501,483674387,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,182673,,,,,,,37684,,0,37684,
458.sjeng-767B.champsimtrace.xz,srrip,spec2006,200000001,0.413421,483768894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37684,,0,37684,
459.GemsFDTD-1169B.champsimtrace.xz,enigma,spec2006,200000001,0.494236,404664882,,,,,,,,,,,,,,99.9896,,,,,388,,,,,,,,0.0103589,,,3745587,,,,,,,86454,,0,86454,
459.GemsFDTD-1169B.champsimtrace.xz,mirage,spec2006,200000001,0.499424,400461735,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3689492,,,,,,,86454,,0,86454,
459.GemsFDTD-1169B.champsimtrace.xz,srrip,spec2006,200000001,0.501044,399166262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86454,,0,86454,
459.GemsFDTD-1211B.champsimtrace.xz,enigma,spec2006,200000000,0.521778,383305059,,,,,,,,,,,,,,99.9926,,,,,240,,,,,,,,0.00735299,,,3263978,,,,,,,163290,,0,163290,
459.GemsFDTD-1211B.champsimtrace.xz,mirage,spec2006,200000000,0.521505,383505588,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3098079,,,,,,,163290,,0,163290,
459.GemsFDTD-1211B.champsimtrace.xz,srrip,spec2006,200000000,0.516912,386913300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163290,,0,163290,
459.GemsFDTD-1320B.champsimtrace.xz,enigma,spec2006,200000003,0.346437,577306113,,,,,,,,,,,,,,99.9915,,,,,646,,,,,,,,0.00854618,,,7558929,,,,,,,105613,,0,105613,
459.GemsFDTD-1320B.champsimtrace.xz,mirage,spec2006,200000003,0.353966,565025562,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,7269982,,,,,,,105613,,0,105613,
459.GemsFDTD-1320B.champsimtrace.xz,srrip,spec2006,200000003,0.351904,568337559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105613,,0,105613,
459.GemsFDTD-1418B.champsimtrace.xz,enigma,spec2006,200000001,0.532517,375574695,,,,,,,,,,,,,,99.9915,,,,,257,,,,,,,,0.00852835,,,3013477,,,,,,,95906,,0,95906,
459.GemsFDTD-1418B.champsimtrace.xz,mirage,spec2006,200000001,0.529692,377577785,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,2902634,,,,,,,95906,,0,95906,
459.GemsFDTD-1418B.champsimtrace.xz,srrip,spec2006,200000001,0.534056,374492799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95906,,0,95906,
459.GemsFDTD-1491B.champsimtrace.xz,enigma,spec2006,200000001,0.429149,466038722,,,,,,,,,,,,,,99.9916,,,,,737,,,,,,,,0.00842582,,,8746922,,,,,,,143195,,0,143195,
459.GemsFDTD-1491B.champsimtrace.xz,mirage,spec2006,200000001,0.435236,459520302,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,8402642,,,,,,,143195,,0,143195,
459.GemsFDTD-1491B.champsimtrace.xz,srrip,spec2006,200000001,0.420858,475219137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143195,,0,143195,
459.GemsFDTD-765B.champsimtrace.xz,enigma,spec2006,200000002,0.5624,355618994,,,,,,,,,,,,,,99.992,,,,,302,,,,,,,,0.00800588,,,3772229,,,,,,,164961,,0,164961,
459.GemsFDTD-765B.champsimtrace.xz,mirage,spec2006,200000002,0.562255,355710377,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3579085,,,,,,,164961,,0,164961,
459.GemsFDTD-765B.champsimtrace.xz,srrip,spec2006,200000002,0.560876,356585064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164961,,0,164961,
462.libquantum-1343B.champsimtrace.xz,enigma,spec2006,200000000,0.290088,689446342,,,,,,,,,,,,,,99.9912,,,,,1082,,,,,,,,0.00875929,,,12352601,,,,,,,8200,,0,8200,
462.libquantum-1343B.champsimtrace.xz,mirage,spec2006,200000000,0.285411,700742983,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,11654068,,,,,,,8200,,0,8200,
462.libquantum-1343B.champsimtrace.xz,srrip,spec2006,200000000,0.30203,662186530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200,,0,8200,
462.libquantum-714B.champsimtrace.xz,enigma,spec2006,200000001,0.312719,639551301,,,,,,,,,,,,,,99.9919,,,,,1084,,,,,,,,0.00806594,,,13439235,,,,,,,8199,,0,8199,
462.libquantum-714B.champsimtrace.xz,mirage,spec2006,200000001,0.309742,645699292,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,11902334,,,,,,,8199,,0,8199,
462.libquantum-714B.champsimtrace.xz,srrip,spec2006,200000001,0.323711,617835198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8199,,0,8199,
464.h264ref-30B.champsimtrace.xz,enigma,spec2006,200000002,0.745289,268352385,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,148843,,,,,,,1637,,0,1637,
464.h264ref-30B.champsimtrace.xz,mirage,spec2006,200000002,0.737978,271010654,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,252898,,,,,,,1637,,0,1637,
464.h264ref-30B.champsimtrace.xz,srrip,spec2006,200000002,0.743634,268949668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637,,0,1637,
464.h264ref-57B.champsimtrace.xz,enigma,spec2006,200000003,0.78317,255372527,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,146555,,,,,,,1622,,0,1622,
464.h264ref-57B.champsimtrace.xz,mirage,spec2006,200000003,0.776432,257588524,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,237932,,,,,,,1622,,0,1622,
464.h264ref-57B.champsimtrace.xz,srrip,spec2006,200000003,0.781605,255883653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622,,0,1622,
464.h264ref-64B.champsimtrace.xz,enigma,spec2006,200000001,0.74452,268629322,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,169716,,,,,,,1606,,0,1606,
464.h264ref-64B.champsimtrace.xz,mirage,spec2006,200000001,0.735996,271740624,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,275039,,,,,,,1606,,0,1606,
464.h264ref-64B.champsimtrace.xz,srrip,spec2006,200000001,0.742654,269304274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606,,0,1606,
464.h264ref-97B.champsimtrace.xz,enigma,spec2006,200000002,0.81495,245413857,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,148129,,,,,,,1331,,0,1331,
464.h264ref-97B.champsimtrace.xz,mirage,spec2006,200000002,0.806556,247967970,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,252363,,,,,,,1331,,0,1331,
464.h264ref-97B.champsimtrace.xz,srrip,spec2006,200000002,0.813362,245892829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,,0,1331,
465.tonto-1914B.champsimtrace.xz,enigma,spec2006,200000002,0.690773,289530718,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,20318,,,,,,,631,,0,631,
465.tonto-1914B.champsimtrace.xz,mirage,spec2006,200000002,0.689664,289996459,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,27897,,,,,,,631,,0,631,
465.tonto-1914B.champsimtrace.xz,srrip,spec2006,200000002,0.69099,289439793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,,0,631,
465.tonto-44B.champsimtrace.xz,enigma,spec2006,200000000,0.50639,394952843,,,,,,,,,,,,,,100,,,,,0,,,,,,,,0,,,18562,,,,,,,611,,0,611,
465.tonto-44B.champsimtrace.xz,mirage,spec2006,200000000,0.506304,395019519,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,21477,,,,,,,611,,0,611,
465.tonto-44B.champsimtrace.xz,srrip,spec2006,200000000,0.506418,394930326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,,0,611,
470.lbm-1274B.champsimtrace.xz,enigma,spec2006,200000003,0.513452,389520533,,,,,,,,,,,,,,99.9926,,,,,1050,,,,,,,,0.00742487,,,14141669,,,,,,,94750,,0,94750,
470.lbm-1274B.champsimtrace.xz,mirage,spec2006,200000003,0.514276,388896361,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,13212040,,,,,,,94750,,0,94750,
470.lbm-1274B.champsimtrace.xz,srrip,spec2006,200000003,0.512627,390147095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94750,,0,94750,
471.omnetpp-188B.champsimtrace.xz,enigma,spec2006,200000003,0.220297,907866489,,,,,,,,,,,,,,99.9936,,,,,459,,,,,,,,0.00641595,,,7154044,,,,,,,35687,,0,35687,
471.omnetpp-188B.champsimtrace.xz,mirage,spec2006,200000003,0.217273,920499251,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,7493162,,,,,,,35687,,0,35687,
471.omnetpp-188B.champsimtrace.xz,srrip,spec2006,200000001,0.222616,898409167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35687,,0,35687,
473.astar-153B.champsimtrace.xz,enigma,spec2006,200000002,0.33271,601124464,,,,,,,,,,,,,,99.9943,,,,,27,,,,,,,,0.00565793,,,477206,,,,,,,5120,,0,5120,
473.astar-153B.champsimtrace.xz,mirage,spec2006,200000002,0.332352,601772248,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,482517,,,,,,,5120,,0,5120,
473.astar-153B.champsimtrace.xz,srrip,spec2006,200000002,0.332677,601183884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120,,0,5120,
473.astar-359B.champsimtrace.xz,enigma,spec2006,200000002,0.120864,1654754286,,,,,,,,,,,,,,99.9946,,,,,956,,,,,,,,0.00541143,,,17666308,,,,,,,29963,,0,29963,
473.astar-359B.champsimtrace.xz,mirage,spec2006,200000002,0.121379,1647737275,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,16682264,,,,,,,29963,,0,29963,
473.astar-359B.champsimtrace.xz,srrip,spec2006,200000002,0.12303,1625613895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29963,,0,29963,
473.astar-42B.champsimtrace.xz,enigma,spec2006,200000001,0.204871,976223248,,,,,,,,,,,,,,99.992,,,,,87,,,,,,,,0.00800453,,,1086885,,,,,,,5966,,0,5966,
473.astar-42B.champsimtrace.xz,mirage,spec2006,200000001,0.204609,977474597,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1046846,,,,,,,5966,,0,5966,
473.astar-42B.champsimtrace.xz,srrip,spec2006,200000001,0.203852,981105089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966,,0,5966,
481.wrf-1170B.champsimtrace.xz,enigma,spec2006,200000003,0.61299,326269776,,,,,,,,,,,,,,99.9913,,,,,18,,,,,,,,0.00871021,,,206654,,,,,,,3109,,0,3109,
481.wrf-1170B.champsimtrace.xz,mirage,spec2006,200000003,0.612996,326266487,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,206896,,,,,,,3109,,0,3109,
481.wrf-1170B.champsimtrace.xz,srrip,spec2006,200000003,0.613115,326203238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3109,,0,3109,
481.wrf-1254B.champsimtrace.xz,enigma,spec2006,200000000,0.8119,246335656,,,,,,,,,,,,,,99.996,,,,,89,,,,,,,,0.00402061,,,2213596,,,,,,,10023,,0,10023,
481.wrf-1254B.champsimtrace.xz,mirage,spec2006,200000000,0.782027,255745549,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,2352197,,,,,,,10023,,0,10023,
481.wrf-1254B.champsimtrace.xz,srrip,spec2006,200000000,0.825115,242390416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10023,,0,10023,
481.wrf-1281B.champsimtrace.xz,enigma,spec2006,200000002,0.621429,321839086,,,,,,,,,,,,,,99.9909,,,,,327,,,,,,,,0.00913814,,,3578408,,,,,,,20401,,0,20401,
481.wrf-1281B.champsimtrace.xz,mirage,spec2006,200000002,0.620151,322502142,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3512163,,,,,,,20401,,0,20401,
481.wrf-1281B.champsimtrace.xz,srrip,spec2006,200000002,0.63424,315337971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20401,,0,20401,
481.wrf-196B.champsimtrace.xz,enigma,spec2006,200000002,0.676056,295833528,,,,,,,,,,,,,,99.994,,,,,95,,,,,,,,0.00599633,,,1584303,,,,,,,9676,,0,9676,
481.wrf-196B.champsimtrace.xz,mirage,spec2006,200000002,0.665423,300560839,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1690593,,,,,,,9676,,0,9676,
481.wrf-196B.champsimtrace.xz,srrip,spec2006,200000002,0.689087,290239190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9676,,0,9676,
481.wrf-455B.champsimtrace.xz,enigma,spec2006,200000001,0.692659,288742317,,,,,,,,,,,,,,99.9915,,,,,271,,,,,,,,0.00851342,,,3183209,,,,,,,21424,,0,21424,
481.wrf-455B.champsimtrace.xz,mirage,spec2006,200000001,0.690997,289436931,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3164732,,,,,,,21424,,0,21424,
481.wrf-455B.champsimtrace.xz,srrip,spec2006,200000001,0.707054,282863920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21424,,0,21424,
481.wrf-816B.champsimtrace.xz,enigma,spec2006,200000000,0.682935,292853831,,,,,,,,,,,,,,99.9915,,,,,302,,,,,,,,0.00848481,,,3559301,,,,,,,23873,,0,23873,
481.wrf-816B.champsimtrace.xz,mirage,spec2006,200000000,0.680796,293773649,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3499262,,,,,,,23873,,0,23873,
481.wrf-816B.champsimtrace.xz,srrip,spec2006,200000000,0.69802,286524551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23873,,0,23873,
482.sphinx3-1100B.champsimtrace.xz,enigma,spec2006,200000001,0.575738,347380352,,,,,,,,,,,,,,99.9907,,,,,397,,,,,,,,0.00933628,,,4252228,,,,,,,3608,,0,3608,
482.sphinx3-1100B.champsimtrace.xz,mirage,spec2006,200000001,0.595278,335977602,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3735418,,,,,,,3608,,0,3608,
482.sphinx3-1100B.champsimtrace.xz,srrip,spec2006,200000001,0.590908,338461958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3608,,0,3608,
482.sphinx3-1297B.champsimtrace.xz,enigma,spec2006,200000002,0.583205,342932318,,,,,,,,,,,,,,99.9764,,,,,1040,,,,,,,,0.0236056,,,4405729,,,,,,,3479,,0,3479,
482.sphinx3-1297B.champsimtrace.xz,mirage,spec2006,200000002,0.641676,311683554,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3148283,,,,,,,3479,,0,3479,
482.sphinx3-1297B.champsimtrace.xz,srrip,spec2006,200000002,0.612684,326432415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3479,,0,3479,
482.sphinx3-1395B.champsimtrace.xz,enigma,spec2006,200000003,0.567503,352420900,,,,,,,,,,,,,,99.9751,,,,,1081,,,,,,,,0.024885,,,4343989,,,,,,,3230,,0,3230,
482.sphinx3-1395B.champsimtrace.xz,mirage,spec2006,200000003,0.607647,329138705,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,2772043,,,,,,,3230,,0,3230,
482.sphinx3-1395B.champsimtrace.xz,srrip,spec2006,200000003,0.597365,334803633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230,,0,3230,
482.sphinx3-1522B.champsimtrace.xz,enigma,spec2006,200000003,0.599299,333722934,,,,,,,,,,,,,,99.986,,,,,586,,,,,,,,0.0139531,,,4199784,,,,,,,2888,,0,2888,
482.sphinx3-1522B.champsimtrace.xz,mirage,spec2006,200000003,0.623101,320975238,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,3455346,,,,,,,2888,,0,2888,
